,Timestamp (seconds),Speed (km/h),Latitude coordinate (degrees),Longitude coordinate (degrees),Altitude (meters),Vertical accuracy (degrees),Horizontal accuracy (degrees),Course (degrees),Difcourse: course variation (degrees),Boolean of system activated (1 if >50km/h),Acceleration in X (Gs),Acceleration in Y (Gs),Acceleration in Z (Gs),Acceleration in X filtered by KF (Gs),Acceleration in Y filtered by KF (Gs),Acceleration in Z filtered by KF (Gs),Roll (degrees),Pitch (degrees),Yaw (degrees),X: car position relative to lane center (meters),Phi: car angle relative to lane curvature (degrees),W: road width (meters),"State of the lane det. algorithm [-1=calibrating, 0=initializing, 1=undetected, 2=detected/running]",Distance to ahead vehicle in current lane (meters) [value -1 means no car is detected in front],Time of impact to ahead vehicle (seconds) [distance related to own speed],Number of detected vehicles in this frame (traffic),GPS speed (km/h) [same as in RAW GPS],Maximum allowed speed of current road (km/h),"Reliability of obtained maxspeed (0=unknown, 1=reliable, 2=used previously obtained maxspeed,3=estimated by type of road)","Type of road (motorway, trunk, secondary...)",Number of lanes in current road,"Estimated current lane (1=right lane, 2=first left lane, 3=second left lane, etc) [experimental]",GPS Latitude used to query OSM (degrees),GPS Longitude used to query OSM (degrees),OSM delay to answer query (seconds),GPS speed (km/h) [same as in RAW GPS]],Ratio normal (base 1),Ratio drowsy (base 1),Ratio aggressive (base 1)
10,32.36,93.3,40.520965999999994,-3.411858,623.8,4,5,324.8,0.35200000000000004,1,-0.048,0.017,-0.013000000000000001,-0.044000000000000004,0.015,0.0,-1.5719999999999998,0.01,0.135,-0.525,0.066,3.5410000000000004,2,-1.0,-1.0,0,93.3,100.0,1,primary,2,1,40.520573,-3.4115050000000005,1.2830000000000001,93.3,0.917,0.043,0.04
11,33.39,95.4,40.521159999999995,-3.412039,624.1,4,5,325.2,0.35200000000000004,1,-0.099,-0.009000000000000001,0.01,-0.040999999999999995,-0.001,-0.0,-1.569,0.027999999999999997,0.139,-0.414,0.045,3.5810000000000004,2,-1.0,-1.0,0,95.4,100.0,1,primary,2,1,40.520965999999994,-3.411858,1.58,95.4,0.919,0.043,0.038
12,34.34,94.6,40.521361999999996,-3.412218,624.8,4,5,324.8,0.35200000000000004,1,0.057,0.008,0.016,-0.001,-0.01,0.006999999999999999,-1.567,0.032,0.142,-0.34299999999999997,-0.027000000000000003,3.536,2,-1.0,-1.0,0,94.6,100.0,1,primary,2,1,40.520965999999994,-3.411858,1.58,95.4,0.9209999999999999,0.043,0.035
13,35.34,94.6,40.521557,-3.4123980000000005,625.4,4,5,324.5,0.703,1,0.023,0.013999999999999999,-0.023,0.012,0.013000000000000001,0.002,-1.565,0.023,0.145,0.081,0.095,2.251,1,-1.0,-1.0,0,94.6,100.0,1,primary,2,1,40.521361999999996,-3.412218,1.162,94.6,0.757,0.21,0.033
14,36.37,93.6,40.521736,-3.4125660000000004,625.9,4,5,324.5,0.35200000000000004,1,-0.068,0.015,0.037000000000000005,-0.053,0.013000000000000001,0.016,-1.57,0.024,0.145,-0.354,-0.032,3.594,2,-1.0,-1.0,0,93.6,100.0,1,primary,2,1,40.521736,-3.4125660000000004,0.695,93.6,0.772,0.196,0.032
15,37.34,94.1,40.521919,-3.4127339999999995,626.5,4,5,324.5,0.0,1,0.031,0.003,0.001,0.006999999999999999,-0.008,0.006,-1.581,0.02,0.145,-0.414,-0.015,3.525,2,-1.0,-1.0,0,94.1,100.0,1,primary,2,1,40.521736,-3.4125660000000004,0.695,93.6,0.785,0.185,0.03
16,38.36,94.0,40.522106,-3.4129120000000004,627.1,4,5,324.5,0.0,1,-0.040999999999999995,0.019,-0.009000000000000001,-0.023,0.012,-0.016,-1.577,0.013999999999999999,0.14300000000000002,-0.455,0.055999999999999994,3.549,2,-1.0,-1.0,0,94.0,100.0,1,primary,2,1,40.521919,-3.4127339999999995,1.652,94.0,0.797,0.175,0.028999999999999998
17,39.34,94.0,40.522296999999995,-3.4130910000000005,627.8,4,5,324.5,0.0,1,-0.09300000000000001,-0.026000000000000002,-0.011000000000000001,-0.075,-0.017,-0.012,-1.5859999999999999,0.005,0.145,0.0,-0.0,3.505,0,-1.0,-1.0,0,94.0,100.0,1,primary,2,1,40.521919,-3.4127339999999995,1.652,94.0,0.807,0.166,0.027000000000000003
18,40.35,93.1,40.522484000000006,-3.413265,628.8,4,5,324.5,0.0,1,0.06,-0.067,-0.016,0.015,-0.055,-0.017,-1.584,0.011000000000000001,0.16,-0.20199999999999999,-0.049,3.54,1,-1.0,-1.0,0,93.1,100.0,1,primary,2,1,40.522296999999995,-3.4130910000000005,2.2030000000000003,93.3,0.816,0.158,0.026000000000000002
19,41.34,93.3,40.522663,-3.4134589999999996,629.8,4,5,322.7,1.758,1,-0.026000000000000002,-0.045,0.04,-0.036000000000000004,-0.036000000000000004,0.015,-1.5819999999999999,0.033,0.18899999999999997,-0.263,-0.003,3.556,2,-1.0,-1.0,0,93.3,100.0,1,primary,2,1,40.522296999999995,-3.4130910000000005,2.2030000000000003,93.3,0.8240000000000001,0.151,0.025
20,42.34,94.8,40.522846,-3.4136559999999996,630.5,4,5,320.6,3.867,1,-0.001,-0.01,0.01,0.004,-0.006999999999999999,0.013000000000000001,-1.594,0.037000000000000005,0.22,-0.364,-0.022000000000000002,3.5439999999999996,2,-1.0,-1.0,0,94.8,100.0,1,primary,2,1,40.522296999999995,-3.4130910000000005,2.2030000000000003,93.3,0.833,0.14300000000000002,0.024
21,43.34,94.1,40.523033,-3.413853,631.5,4,5,318.2,4.57,1,0.005,-0.032,-0.002,0.004,-0.034,-0.005,-1.599,0.03,0.254,-0.374,-0.032,3.529,2,-1.0,-1.0,0,94.1,100.0,1,primary,2,1,40.522846,-3.4136559999999996,2.095,95.4,0.84,0.13699999999999998,0.023
22,44.36,95.4,40.523216,-3.4140699999999997,632.7,6,5,316.1,4.57,1,-0.083,0.001,-0.02,-0.017,0.005,-0.01,-1.595,0.025,0.28800000000000003,-0.40399999999999997,-0.03,3.658,2,-1.0,-1.0,0,95.4,100.0,1,primary,2,1,40.522846,-3.4136559999999996,2.095,95.4,0.846,0.131,0.022000000000000002
23,45.42,95.5,40.523399,-3.4142980000000005,633.6,4,5,313.9,4.218999999999999,1,-0.015,-0.033,-0.018000000000000002,-0.026000000000000002,-0.026000000000000002,0.002,-1.595,0.02,0.316,-0.515,-0.057999999999999996,3.596,2,-1.0,-1.0,0,95.5,100.0,1,primary,2,1,40.522846,-3.4136559999999996,2.095,95.4,0.852,0.126,0.021
24,46.34,96.9,40.523567,-3.414539,634.6,6,5,312.2,3.867,1,-0.006,0.01,0.036000000000000004,0.01,0.001,0.019,-1.5919999999999999,0.02,0.344,-0.586,0.017,3.5269999999999997,2,-1.0,-1.0,0,96.9,90.0,3,tertiary_link,1,1,40.523399,-3.4142980000000005,1.321,96.9,0.8420000000000001,0.13699999999999998,0.021
25,47.35,96.7,40.523731,-3.4147809999999996,635.8,6,5,310.1,3.867,1,0.018000000000000002,0.024,-0.008,0.024,0.009000000000000001,0.004,-1.591,0.023,0.369,-0.596,0.032,3.4610000000000003,2,-1.0,-1.0,0,96.7,90.0,3,tertiary_link,1,1,40.523399,-3.4142980000000005,1.321,96.9,0.8240000000000001,0.156,0.021
26,48.36,97.1,40.52388,-3.4150339999999995,636.8,6,5,307.6,4.57,1,-0.046,0.022000000000000002,0.006,-0.046,0.01,0.013000000000000001,-1.59,0.033,0.39899999999999997,-0.616,0.035,3.6460000000000004,2,-1.0,-1.0,0,96.7,90.0,3,tertiary_link,1,1,40.523731,-3.4147819999999998,1.2930000000000001,97.1,0.8059999999999999,0.174,0.021
27,49.35,98.3,40.524025,-3.415292,637.3,4,5,306.2,3.867,1,-0.048,0.028999999999999998,-0.002,-0.036000000000000004,0.027000000000000003,-0.0,-1.5919999999999999,0.023,0.41600000000000004,-0.667,-0.003,3.5580000000000003,2,-1.0,-1.0,0,98.3,90.0,3,tertiary_link,1,1,40.523731,-3.4147819999999998,1.2930000000000001,97.1,0.7909999999999999,0.188,0.021
28,50.35,99.9,40.524174,-3.415573,638.0,4,5,303.8,3.867,1,0.071,-0.02,0.012,0.04,-0.013999999999999999,0.013999999999999999,-1.5919999999999999,0.017,0.429,-0.626,0.022000000000000002,3.43,2,-1.0,-1.0,0,99.9,90.0,3,tertiary_link,1,1,40.523731,-3.4147819999999998,1.2930000000000001,97.1,0.7759999999999999,0.204,0.021
29,51.41,100.8,40.524307,-3.4158459999999997,638.6,4,5,301.6,4.57,1,0.035,0.015,-0.021,0.032,0.012,-0.009000000000000001,-1.597,0.023,0.446,-0.485,0.055999999999999994,3.4619999999999997,1,-1.0,-1.0,0,100.8,90.0,3,tertiary_link,1,1,40.524025,-3.415292,2.759,100.8,0.7659999999999999,0.213,0.021
30,52.35,101.8,40.524433,-3.416128,639.1,4,5,299.2,4.57,1,-0.008,-0.035,-0.039,-0.012,-0.037000000000000005,-0.035,-1.577,0.04,0.46299999999999997,-0.28300000000000003,0.086,3.463,2,-1.0,-1.0,0,101.8,90.0,3,tertiary_link,1,1,40.524025,-3.415292,2.759,100.8,0.773,0.207,0.021
31,53.4,100.9,40.524551,-3.4164230000000004,639.0,4,5,296.4,5.273,1,0.015,-0.019,-0.040999999999999995,0.028999999999999998,-0.013999999999999999,-0.034,-1.534,0.046,0.48200000000000004,-0.152,0.031,3.562,2,-1.0,-1.0,0,100.9,90.0,3,tertiary_link,1,1,40.524025,-3.415292,2.759,100.8,0.78,0.2,0.021
32,54.42,99.8,40.524654,-3.416723,638.7,4,5,294.3,4.922,1,0.013999999999999999,-0.006,-0.003,-0.006,0.002,-0.0,-1.5119999999999998,0.044000000000000004,0.49700000000000005,-0.242,0.009000000000000001,3.5639999999999996,2,-1.0,-1.0,0,99.8,90.0,3,tertiary_link,1,1,40.524025,-3.415292,2.759,100.8,0.785,0.19399999999999998,0.021
33,55.35,97.8,40.52475,-3.417015,638.4,3,5,291.4,4.922,1,0.009000000000000001,0.021,-0.015,0.002,0.02,0.017,-1.486,0.039,0.508,-0.303,-0.006999999999999999,3.582,1,-1.0,-1.0,0,97.8,90.0,3,tertiary_link,1,1,40.524433,-3.416129,4.869,95.7,0.7909999999999999,0.188,0.021
34,56.35,96.8,40.52483,-3.4173120000000003,637.7,3,5,289.3,4.922,1,0.098,0.027999999999999997,0.019,0.015,0.034,0.022000000000000002,-1.496,0.04,0.507,-0.384,-0.035,3.7960000000000003,1,-1.0,-1.0,0,96.8,90.0,3,tertiary_link,1,1,40.524433,-3.416129,4.869,95.7,0.7959999999999999,0.183,0.021
35,57.35,95.7,40.524906,-3.417613,636.9,3,5,287.9,3.516,1,-0.021,0.053,-0.02,0.031,0.046,-0.012,-1.489,0.018000000000000002,0.495,-0.20199999999999999,-0.039,4.478,2,-1.0,-1.0,0,95.7,90.0,3,tertiary_link,1,1,40.524433,-3.416129,4.869,95.7,0.8009999999999999,0.17800000000000002,0.021
36,58.35,94.1,40.524975,-3.417906,636.2,3,5,287.2,2.109,1,0.022000000000000002,0.019,0.013000000000000001,0.017,0.018000000000000002,0.01,-1.494,0.008,0.47700000000000004,-0.40399999999999997,-0.052000000000000005,3.855,2,-1.0,-1.0,0,94.1,100.0,1,primary,2,1,40.524906,-3.417613,1.5090000000000001,94.1,0.8059999999999999,0.17300000000000001,0.021
37,59.33,93.9,40.525043,-3.4182010000000003,635.3,4,5,286.2,1.758,1,-0.021,0.025,0.004,-0.009000000000000001,0.005,0.001,-1.4909999999999999,0.017,0.45899999999999996,-0.384,0.003,3.7,2,-1.0,-1.0,0,93.9,100.0,1,primary,2,1,40.524906,-3.417613,1.5090000000000001,94.1,0.8109999999999999,0.16899999999999998,0.02
38,60.33,92.2,40.525108,-3.418489,635.0,4,5,285.8,1.406,1,-0.005,0.012,-0.013999999999999999,-0.005,0.019,0.01,-1.49,0.031,0.435,-0.444,0.001,3.658,2,-1.0,-1.0,0,92.2,80.0,1,primary,1,1,40.525043,-3.4182010000000003,1.165,92.2,0.816,0.165,0.019
39,61.35,92.2,40.525166,-3.4187839999999996,634.3,6,5,285.5,0.703,1,-0.073,0.027000000000000003,0.016,-0.054000000000000006,0.04,0.003,-1.485,0.003,0.4,-0.525,0.013000000000000001,3.673,2,-1.0,-1.0,0,92.2,80.0,1,primary,1,1,40.525043,-3.4182010000000003,1.165,92.2,0.802,0.161,0.038
40,62.38,90.0,40.525238,-3.419053,633.7,6,5,286.5,1.055,1,-0.04,0.028999999999999998,-0.006999999999999999,-0.013999999999999999,0.018000000000000002,-0.003,-1.4869999999999999,-0.002,0.354,-0.495,0.038,3.6919999999999997,2,-1.0,-1.0,0,90.0,80.0,1,primary,1,1,40.525166,-3.4187839999999996,1.305,90.0,0.787,0.158,0.055
41,63.35,89.0,40.525299,-3.419339,632.8,6,5,287.2,1.758,1,-0.055,0.008,0.003,-0.034,0.012,-0.0,-1.484,-0.011000000000000001,0.313,-0.172,0.067,3.694,2,-1.0,-1.0,0,89.0,80.0,1,primary,1,1,40.525166,-3.4187839999999996,1.305,90.0,0.775,0.155,0.071
42,64.35,88.5,40.525364,-3.41961,632.0,6,5,287.6,1.055,1,0.01,0.002,-0.006999999999999999,-0.027999999999999997,-0.005,0.006,-1.496,-0.008,0.27,0.081,0.083,3.6460000000000004,2,-1.0,-1.0,0,88.5,80.0,1,primary,1,1,40.525166,-3.4187839999999996,1.305,90.0,0.763,0.151,0.086
43,65.37,87.4,40.525428999999995,-3.4198839999999997,631.3,6,5,289.0,1.758,1,0.024,0.001,0.009000000000000001,-0.002,0.004,-0.002,-1.4969999999999999,0.003,0.22399999999999998,0.192,0.055,3.694,2,-1.0,-1.0,0,87.4,80.0,1,primary,1,1,40.525299,-3.419339,3.1889999999999996,85.6,0.7659999999999999,0.147,0.087
44,66.42,85.6,40.525509,-3.420153,630.7,6,5,291.1,3.516,1,-0.009000000000000001,-0.002,0.027999999999999997,-0.004,-0.0,0.023,-1.508,-0.01,0.17,0.263,-0.003,3.6310000000000002,2,-1.0,-1.0,0,85.6,80.0,1,primary,1,1,40.525299,-3.419339,3.1889999999999996,85.6,0.768,0.14400000000000002,0.08800000000000001
45,67.34,86.1,40.525578,-3.420414,629.9,6,5,292.9,3.867,1,-0.069,-0.027000000000000003,-0.0,-0.03,-0.013999999999999999,-0.005,-1.514,-0.012,0.127,0.424,-0.013999999999999999,3.5989999999999998,2,-1.0,-1.0,0,86.1,80.0,1,primary,1,1,40.525578,-3.420414,0.569,86.1,0.77,0.142,0.08800000000000001
46,68.35,86.3,40.525661,-3.42067,629.4,6,5,295.0,3.867,1,0.003,-0.019,0.022000000000000002,-0.005,-0.001,0.016,-1.5130000000000001,-0.004,0.09,0.384,-0.052000000000000005,3.47,2,-1.0,-1.0,0,86.1,80.0,1,primary,1,1,40.525578,-3.420414,0.569,86.1,0.772,0.138,0.08900000000000001
47,69.37,86.8,40.525753,-3.4209330000000002,629.0,6,5,296.4,3.516,1,0.054000000000000006,-0.024,-0.009000000000000001,0.052000000000000005,-0.009000000000000001,0.015,-1.52,-0.016,0.055999999999999994,0.475,-0.043,3.4219999999999997,2,-1.0,-1.0,0,86.8,80.0,1,primary,1,1,40.525661,-3.42067,0.8140000000000001,86.8,0.775,0.135,0.09
48,70.34,88.4,40.525856,-3.421188,628.6,6,5,297.8,2.812,1,0.024,0.01,-0.012,0.006,0.017,0.005,-1.5319999999999998,-0.024,0.021,0.364,-0.063,3.5410000000000004,2,-1.0,-1.0,0,88.4,100.0,3,primary_link,1,1,40.525753,-3.4209330000000002,1.081,88.4,0.765,0.132,0.102
49,71.33,87.0,40.52597,-3.421432,628.2,6,5,301.3,4.922,1,0.052000000000000005,0.057999999999999996,0.011000000000000001,0.013999999999999999,0.042,0.018000000000000002,-1.538,-0.06,-0.031,0.091,-0.07,3.5839999999999996,2,-1.0,-1.0,0,88.4,90.0,1,primary,2,1,40.52597,-3.421432,0.617,87.0,0.768,0.13,0.102
50,72.36,87.6,40.526084999999995,-3.421673,627.9,6,5,304.8,7.031000000000001,1,-0.031,-0.005,0.02,-0.009000000000000001,-0.015,0.011000000000000001,-1.548,-0.042,-0.077,0.172,0.023,3.502,2,-1.0,-1.0,0,87.6,90.0,1,primary,2,1,40.52597,-3.421432,0.617,87.0,0.773,0.127,0.1
51,73.36,89.1,40.526215,-3.4218800000000003,627.7,6,5,306.9,5.625,1,0.027000000000000003,0.012,0.033,0.0,0.013000000000000001,0.019,-1.565,-0.057,-0.11699999999999999,0.131,0.013999999999999999,3.537,2,-1.0,-1.0,0,89.1,90.0,1,primary,2,1,40.526084999999995,-3.421673,0.941,89.1,0.778,0.125,0.098
52,74.35,90.2,40.526356,-3.422111,627.4,6,5,310.1,5.273,1,-0.035,-0.039,-0.002,-0.052000000000000005,-0.013999999999999999,-0.013000000000000001,-1.565,-0.055999999999999994,-0.158,0.303,0.055,3.513,2,-1.0,-1.0,0,90.2,90.0,1,primary,2,1,40.526215,-3.4218800000000003,0.868,90.2,0.779,0.12300000000000001,0.098
53,75.41,90.9,40.526508,-3.422338,626.8,6,5,312.2,5.273,1,-0.057,0.001,-0.09699999999999999,-0.027000000000000003,-0.011000000000000001,-0.066,-1.556,-0.043,-0.185,0.242,0.009000000000000001,3.6189999999999998,2,-1.0,-1.0,0,90.9,90.0,1,primary,2,1,40.526356,-3.422111,0.89,90.9,0.7809999999999999,0.12,0.099
54,76.33,90.4,40.526665,-3.422554,626.4,6,5,315.0,4.922,1,-0.034,-0.022000000000000002,-0.043,-0.033,-0.012,-0.05,-1.537,-0.046,-0.214,0.273,0.015,3.574,2,-1.0,-1.0,0,90.4,90.0,1,primary,2,1,40.526508,-3.422338,1.743,90.4,0.7829999999999999,0.11800000000000001,0.099
55,77.33,89.9,40.526835999999996,-3.422746,625.8,6,5,317.1,4.922,1,-0.032,0.001,0.001,-0.025,-0.0,0.0,-1.52,-0.040999999999999995,-0.24,0.32299999999999995,0.017,3.568,2,-1.0,-1.0,0,89.9,90.0,1,primary,2,1,40.526508,-3.422338,1.743,90.4,0.787,0.11599999999999999,0.09699999999999999
56,78.33,89.3,40.526996999999994,-3.4229339999999997,625.4,4,5,319.6,4.57,1,-0.004,-0.015,0.026000000000000002,-0.004,-0.016,0.023,-1.5219999999999998,-0.036000000000000004,-0.268,0.28300000000000003,-0.008,3.5589999999999997,2,-1.0,-1.0,0,89.3,90.0,1,primary,2,1,40.526835999999996,-3.422746,0.617,89.9,0.7909999999999999,0.114,0.095
57,79.33,90.1,40.52718,-3.423122,624.6,4,5,322.0,4.922,1,-0.026000000000000002,-0.002,0.022000000000000002,-0.013000000000000001,-0.011000000000000001,0.027000000000000003,-1.535,-0.044000000000000004,-0.3,0.212,-0.019,3.57,2,-1.0,-1.0,0,90.1,90.0,1,primary,2,1,40.526996999999994,-3.4229339999999997,1.317,90.1,0.792,0.11199999999999999,0.096
58,80.4,91.6,40.527363,-3.4233019999999996,624.4,4,5,324.8,5.273,1,0.012,-0.013000000000000001,0.043,-0.012,-0.024,0.025,-1.544,-0.033,-0.321,0.23199999999999998,0.019,3.574,2,-1.0,-1.0,0,91.6,90.0,1,primary,2,1,40.526996999999994,-3.4229339999999997,1.317,90.1,0.794,0.11,0.096
59,81.34,92.2,40.527557,-3.4234730000000004,623.9,4,5,326.6,4.57,1,-0.018000000000000002,-0.001,0.004,-0.027000000000000003,0.01,0.003,-1.551,-0.048,-0.34299999999999997,0.152,-0.013999999999999999,3.597,2,-1.0,-1.0,0,92.2,90.0,1,primary,2,1,40.527363,-3.4233029999999998,0.9470000000000001,92.2,0.7959999999999999,0.11,0.094
60,82.33,93.6,40.527763,-3.423628,623.5,4,5,329.1,4.218999999999999,1,0.024,0.016,-0.01,-0.0,0.005,0.002,-1.564,-0.048,-0.363,0.10099999999999999,-0.027999999999999997,3.569,2,-1.0,-1.0,0,93.6,90.0,1,primary,2,1,40.527557,-3.4234739999999997,1.165,93.6,0.795,0.11,0.095
61,83.37,94.0,40.527966,-3.423779,623.4,4,5,331.5,4.922,1,0.001,-0.013000000000000001,-0.013000000000000001,-0.024,-0.024,-0.015,-1.5530000000000002,-0.057,-0.382,0.162,0.037000000000000005,3.61,2,-1.0,-1.0,0,94.0,90.0,1,primary,2,1,40.527557,-3.4234739999999997,1.165,93.6,0.7929999999999999,0.11,0.09699999999999999
62,84.38,94.1,40.528175,-3.4239330000000003,622.9,4,5,332.6,3.516,1,-0.042,-0.052000000000000005,-0.011000000000000001,0.009000000000000001,-0.065,-0.003,-1.5419999999999998,-0.033,-0.373,0.384,0.031,3.511,2,-1.0,-1.0,0,94.1,90.0,1,primary,2,1,40.527966,-3.4237800000000003,1.4780000000000002,94.1,0.7929999999999999,0.11,0.09699999999999999
63,85.4,94.4,40.528385,-3.4240769999999996,622.6,4,5,333.3,1.758,1,-0.021,-0.023,0.003,-0.011000000000000001,-0.038,0.009000000000000001,-1.537,-0.013000000000000001,-0.35600000000000004,0.253,0.004,3.52,2,-1.0,-1.0,0,94.4,90.0,1,primary,2,1,40.527966,-3.4237800000000003,1.4780000000000002,94.1,0.7879999999999999,0.11,0.102
64,86.33,94.4,40.528595,-3.424214,622.1,3,5,333.3,0.703,1,-0.073,0.004,-0.046,-0.027999999999999997,0.002,-0.013999999999999999,-1.52,-0.011000000000000001,-0.341,0.081,-0.027999999999999997,3.614,2,-1.0,-1.0,0,94.4,90.0,1,primary,2,1,40.528385,-3.4240769999999996,1.4040000000000001,94.4,0.787,0.11,0.102
65,87.35,92.4,40.528805,-3.424357,621.8,4,5,333.3,0.0,1,-0.064,-0.0,-0.047,-0.043,-0.001,-0.033,-1.51,-0.012,-0.318,-0.04,-0.02,3.605,2,-1.0,-1.0,0,92.4,90.0,1,primary,2,1,40.528385,-3.4240769999999996,1.4040000000000001,94.4,0.787,0.105,0.107
66,88.42,91.3,40.529007,-3.42449,621.1,3,5,332.9,0.35200000000000004,1,0.051,-0.042,-0.006,0.032,-0.032,0.011000000000000001,-1.495,-0.013000000000000001,-0.287,-0.061,-0.006,3.6189999999999998,2,-1.0,-1.0,0,91.3,90.0,1,primary,2,1,40.528805,-3.424357,1.002,91.3,0.795,0.096,0.11
67,89.34,90.7,40.529198,-3.4246209999999997,620.6,3,5,332.2,1.055,1,-0.059000000000000004,-0.045,-0.027999999999999997,-0.028999999999999998,-0.017,-0.012,-1.492,-0.003,-0.258,-0.222,-0.036000000000000004,3.694,2,-1.0,-1.0,0,90.7,90.0,1,primary,2,1,40.529198,-3.4246220000000003,0.846,89.1,0.802,0.086,0.11199999999999999
