,Timestamp (seconds),Speed (km/h),Latitude coordinate (degrees),Longitude coordinate (degrees),Altitude (meters),Vertical accuracy (degrees),Horizontal accuracy (degrees),Course (degrees),Difcourse: course variation (degrees),Boolean of system activated (1 if >50km/h),Acceleration in X (Gs),Acceleration in Y (Gs),Acceleration in Z (Gs),Acceleration in X filtered by KF (Gs),Acceleration in Y filtered by KF (Gs),Acceleration in Z filtered by KF (Gs),Roll (degrees),Pitch (degrees),Yaw (degrees),X: car position relative to lane center (meters),Phi: car angle relative to lane curvature (degrees),W: road width (meters),"State of the lane det. algorithm [-1=calibrating, 0=initializing, 1=undetected, 2=detected/running]",Distance to ahead vehicle in current lane (meters) [value -1 means no car is detected in front],Time of impact to ahead vehicle (seconds) [distance related to own speed],Number of detected vehicles in this frame (traffic),GPS speed (km/h) [same as in RAW GPS],Maximum allowed speed of current road (km/h),"Reliability of obtained maxspeed (0=unknown, 1=reliable, 2=used previously obtained maxspeed,3=estimated by type of road)","Type of road (motorway, trunk, secondary...)",Number of lanes in current road,"Estimated current lane (1=right lane, 2=first left lane, 3=second left lane, etc) [experimental]",GPS Latitude used to query OSM (degrees),GPS Longitude used to query OSM (degrees),OSM delay to answer query (seconds),GPS speed (km/h) [same as in RAW GPS]],Ratio normal (base 1),Ratio drowsy (base 1),Ratio aggressive (base 1)
10,28.39,68.8,40.518311,-3.4093489999999997,621.3,3,5,324.5,0.703,1,0.065,-0.032,0.013999999999999999,-0.021,0.008,-0.009000000000000001,-1.5519999999999998,0.023,0.092,0.03,-0.002,3.3339999999999996,2,130.75,6.84,1,68.8,100.0,1,primary,2,-1,40.518024,-3.409101,1.0490000000000002,69.0,1.0,0.0,0.0
11,29.41,69.4,40.518459,-3.4094870000000004,621.6,3,5,324.1,1.055,1,0.015,0.011000000000000001,-0.023,-0.013999999999999999,-0.001,-0.013999999999999999,-1.545,0.036000000000000004,0.094,0.0,-0.076,3.343,2,177.82,9.22,1,69.4,100.0,1,primary,3,0,40.518311,-3.4093489999999997,1.004,69.4,1.0,0.0,0.0
12,30.36,69.5,40.518603999999996,-3.4096230000000003,622.0,3,5,324.5,0.35200000000000004,1,-0.016,0.011000000000000001,0.028999999999999998,-0.022000000000000002,0.013999999999999999,0.013000000000000001,-1.546,0.02,0.086,-0.03,-0.017,3.365,2,206.05,10.68,1,69.5,100.0,1,primary,3,0,40.518311,-3.4093489999999997,1.004,69.4,1.0,0.0,0.0
13,31.36,69.1,40.518745,-3.40975,622.0,3,5,324.5,0.35200000000000004,1,-0.055,0.016,0.006,-0.033,-0.008,0.018000000000000002,-1.547,0.005,0.079,0.172,-0.019,3.3760000000000003,2,214.67,11.19,1,69.1,100.0,1,primary,3,0,40.518603999999996,-3.4096230000000003,1.247,69.1,1.0,0.0,0.0
14,32.36,69.5,40.518894,-3.409885,622.1,3,5,325.2,0.703,1,0.018000000000000002,-0.051,0.048,-0.006,-0.035,0.025,-1.55,0.024,0.084,0.131,-0.055999999999999994,3.32,2,184.55,9.56,1,69.5,100.0,1,primary,3,0,40.518603999999996,-3.4096230000000003,1.247,69.1,1.0,0.0,0.0
15,33.36,68.2,40.519005,-3.4100059999999996,622.5,3,5,324.5,0.703,1,-0.021,0.046,0.036000000000000004,-0.045,0.043,-0.003,-1.56,0.035,0.1,0.051,-0.049,3.3510000000000004,2,160.79,8.48,1,68.2,100.0,1,primary,3,0,40.518894,-3.409886,1.189,68.2,1.0,0.0,0.0
16,34.36,70.9,40.519146,-3.410138,622.6,3,5,324.1,1.055,1,-0.045,0.078,0.038,-0.001,0.051,0.022000000000000002,-1.556,0.013000000000000001,0.09,-0.192,-0.091,3.302,2,151.54,7.69,1,70.9,100.0,1,primary,3,0,40.518894,-3.409886,1.189,68.2,1.0,0.0,0.0
17,35.36,69.9,40.519295,-3.4102690000000004,622.8,3,5,324.5,0.35200000000000004,1,-0.011000000000000001,-0.059000000000000004,0.01,-0.01,-0.019,0.004,-1.554,0.002,0.08199999999999999,-0.263,-0.006,3.31,2,163.57,8.42,1,69.9,100.0,1,primary,3,0,40.519146,-3.410139,1.136,69.9,1.0,0.0,0.0
18,36.36,70.6,40.519436,-3.410403,623.1,3,5,324.8,0.703,1,-0.07,-0.057999999999999996,-0.002,-0.043,-0.06,-0.002,-1.555,-0.001,0.08,-0.23199999999999998,-0.003,3.278,2,177.83,9.06,1,70.6,100.0,1,primary,3,0,40.519146,-3.410139,1.136,69.9,1.0,0.0,0.0
19,37.39,70.6,40.519581,-3.410536,623.1,3,5,324.8,0.35200000000000004,1,0.003,0.012,0.0,0.002,-0.013000000000000001,-0.006999999999999999,-1.5590000000000002,-0.005,0.084,-0.172,0.013999999999999999,3.31,2,186.81,9.53,2,70.6,100.0,1,primary,3,0,40.519436,-3.410403,1.334,70.6,1.0,0.0,0.0
20,38.4,73.6,40.519737,-3.410683,623.6,3,5,323.8,1.055,1,-0.006999999999999999,0.006,-0.017,0.002,-0.037000000000000005,-0.015,-1.5619999999999998,-0.005,0.08199999999999999,-0.293,-0.032,3.306,2,192.05,9.39,2,73.6,100.0,1,primary,3,0,40.519436,-3.410403,1.334,70.6,1.0,0.0,0.0
21,39.37,70.3,40.519878000000006,-3.410823,623.8,3,5,324.1,0.703,1,0.002,0.013999999999999999,0.005,0.002,0.005,-0.015,-1.567,-0.013000000000000001,0.078,-0.303,0.018000000000000002,3.322,2,188.68,9.66,1,70.3,100.0,1,primary,3,0,40.519737,-3.410683,0.9309999999999999,70.3,1.0,0.0,0.0
22,40.38,69.8,40.52002,-3.410966,624.4,3,5,324.5,0.703,1,0.008,-0.028999999999999998,0.004,0.002,-0.013000000000000001,-0.005,-1.5659999999999998,-0.002,0.078,-0.33299999999999996,-0.04,3.2539999999999996,2,-1.0,-1.0,0,69.8,100.0,1,primary,3,0,40.519878000000006,-3.410823,0.857,69.8,1.0,0.0,0.0
23,41.38,70.4,40.520176,-3.411093,624.5,3,5,324.5,0.35200000000000004,1,-0.019,0.027000000000000003,0.021,-0.018000000000000002,0.038,0.003,-1.561,0.011000000000000001,0.079,-0.34299999999999997,-0.026000000000000002,3.3680000000000003,2,-1.0,-1.0,0,70.4,100.0,1,primary,3,0,40.52002,-3.410966,0.98,70.4,1.0,0.0,0.0
24,42.36,70.7,40.520325,-3.41123,624.8,3,5,324.5,0.0,1,0.036000000000000004,-0.005,0.022000000000000002,0.016,0.004,0.022000000000000002,-1.564,0.015,0.079,-0.40399999999999997,0.022000000000000002,3.175,2,-1.0,-1.0,0,70.7,100.0,1,primary,2,0,40.520176,-3.411093,1.0979999999999999,70.7,1.0,0.0,0.0
25,43.38,69.9,40.52047,-3.4113629999999997,625.1,3,5,324.1,0.35200000000000004,1,0.027999999999999997,0.013999999999999999,-0.003,0.013000000000000001,0.051,-0.001,-1.5590000000000002,0.009000000000000001,0.077,-0.455,-0.016,3.217,2,-1.0,-1.0,0,69.9,100.0,1,primary,2,0,40.520176,-3.411093,1.0979999999999999,70.7,1.0,0.0,0.0
26,44.37,69.8,40.520615,-3.4115089999999997,625.5,3,5,324.5,0.35200000000000004,1,0.004,-0.013000000000000001,-0.018000000000000002,0.042,-0.004,0.006999999999999999,-1.56,-0.004,0.067,-0.434,0.012,3.233,2,-1.0,-1.0,0,69.8,100.0,1,primary,2,0,40.52047,-3.4113629999999997,1.048,69.8,1.0,0.0,0.0
27,45.38,70.5,40.520756,-3.4116410000000004,625.5,3,5,325.2,1.055,1,0.03,-0.012,0.023,-0.021,-0.027999999999999997,-0.004,-1.561,-0.004,0.067,-0.263,0.042,3.2460000000000004,2,-1.0,-1.0,0,70.5,100.0,1,primary,2,0,40.52047,-3.4113629999999997,1.048,69.8,1.0,0.0,0.0
28,46.37,70.4,40.520893,-3.411773,625.6,3,5,325.2,0.703,1,-0.053,0.005,-0.028999999999999998,-0.040999999999999995,0.001,-0.013999999999999999,-1.5619999999999998,0.002,0.07400000000000001,-0.273,0.071,3.266,2,-1.0,-1.0,0,70.4,100.0,1,primary,2,0,40.520756,-3.4116410000000004,1.008,70.4,1.0,0.0,0.0
29,47.37,70.5,40.521034,-3.4119040000000003,626.0,3,5,324.5,0.703,1,-0.063,0.049,-0.065,-0.003,0.031,-0.017,-1.557,0.015,0.078,-0.152,-0.011000000000000001,3.353,2,-1.0,-1.0,0,70.5,100.0,1,primary,2,0,40.521034,-3.4119050000000004,0.8420000000000001,69.9,1.0,0.0,0.0
30,48.37,69.9,40.521167999999996,-3.412037,626.7,3,5,324.1,1.055,1,0.024,-0.006,0.016,-0.021,0.001,0.011000000000000001,-1.557,0.02,0.076,-0.121,0.008,3.275,2,-1.0,-1.0,0,69.9,100.0,1,primary,2,0,40.521034,-3.4119050000000004,0.8420000000000001,69.9,1.0,0.0,0.0
31,49.37,69.4,40.521313,-3.4121639999999998,626.9,3,5,324.5,0.35200000000000004,1,0.023,0.004,0.002,0.025,-0.002,0.006999999999999999,-1.555,0.002,0.071,-0.071,-0.008,3.265,1,-1.0,-1.0,0,69.4,100.0,1,primary,2,0,40.521167999999996,-3.412037,1.177,69.4,1.0,0.0,0.0
32,50.39,69.6,40.521454,-3.412293,627.1,3,5,325.2,1.055,1,-0.037000000000000005,-0.044000000000000004,-0.005,-0.023,-0.009000000000000001,0.005,-1.5590000000000002,0.001,0.067,-0.182,-0.071,2.524,2,-1.0,-1.0,0,69.6,100.0,1,primary,2,0,40.521167999999996,-3.412037,1.177,69.4,1.0,0.0,0.0
33,51.37,69.8,40.521599,-3.4124260000000004,627.3,3,5,325.2,0.703,1,-0.006999999999999999,0.009000000000000001,-0.002,0.004,-0.025,0.009000000000000001,-1.557,0.018000000000000002,0.078,0.10099999999999999,0.04,3.2319999999999998,1,-1.0,-1.0,0,69.8,100.0,1,primary,2,0,40.521454,-3.412293,1.11,69.8,1.0,0.0,0.0
34,52.37,69.3,40.52174,-3.412556,627.8,3,5,324.5,0.703,1,0.009000000000000001,0.051,0.008,-0.004,0.040999999999999995,-0.0,-1.567,0.023,0.084,0.051,-0.03,3.235,2,-1.0,-1.0,0,69.3,100.0,1,primary,2,0,40.521454,-3.412293,1.11,69.8,1.0,0.0,0.0
35,53.39,69.4,40.521881,-3.412693,628.2,3,5,324.5,0.703,1,0.02,-0.001,-0.018000000000000002,-0.008,0.022000000000000002,-0.019,-1.569,0.018000000000000002,0.08,-0.04,-0.057999999999999996,3.2510000000000003,1,-1.0,-1.0,0,69.4,100.0,1,primary,2,0,40.52174,-3.412556,1.4180000000000001,69.1,1.0,0.0,0.0
36,54.41,69.1,40.522022,-3.4128239999999996,628.4,3,5,324.5,0.0,1,-0.009000000000000001,0.021,-0.016,-0.003,-0.001,-0.006,-1.571,0.009000000000000001,0.076,0.03,-0.002,3.303,2,-1.0,-1.0,0,69.1,100.0,1,primary,2,0,40.52174,-3.412556,1.4180000000000001,69.1,1.0,0.0,0.0
37,55.37,69.3,40.522163,-3.412956,628.9,3,5,324.8,0.35200000000000004,1,-0.053,-0.023,-0.05,-0.031,-0.02,-0.028999999999999998,-1.5759999999999998,0.004,0.077,0.141,-0.001,3.2910000000000004,1,-1.0,-1.0,0,69.3,100.0,1,primary,2,0,40.522022,-3.4128239999999996,1.207,69.3,1.0,0.0,0.0
38,56.37,69.3,40.522304999999996,-3.413086,629.0,3,5,324.8,0.35200000000000004,1,-0.011000000000000001,0.022000000000000002,-0.013000000000000001,-0.003,-0.023,-0.012,-1.581,0.009000000000000001,0.08800000000000001,0.0,-0.033,3.214,2,-1.0,-1.0,0,69.3,100.0,1,primary,2,0,40.522022,-3.4128239999999996,1.207,69.3,1.0,0.0,0.0
39,57.43,69.0,40.522446,-3.413207,629.9,3,5,325.9,1.055,1,-0.012,0.003,-0.022000000000000002,-0.028999999999999998,-0.015,-0.028999999999999998,-1.5819999999999999,0.01,0.10400000000000001,-0.051,-0.021,3.195,2,-1.0,-1.0,0,69.0,100.0,1,primary,2,0,40.522304999999996,-3.4130870000000004,1.151,69.0,1.0,0.0,0.0
40,58.41,69.0,40.522587,-3.413334,630.5,3,5,325.9,1.055,1,0.015,-0.011000000000000001,-0.008,-0.003,-0.004,-0.011000000000000001,-1.575,-0.005,0.12,-0.182,-0.008,3.2060000000000004,2,-1.0,-1.0,0,69.0,100.0,1,primary,2,0,40.522304999999996,-3.4130870000000004,1.151,69.0,1.0,0.0,0.0
41,59.42,68.1,40.522701,-3.4134949999999997,631.3,3,5,321.3,4.57,1,-0.011000000000000001,0.036000000000000004,-0.028999999999999998,0.013999999999999999,0.017,-0.005,-1.5759999999999998,-0.002,0.141,-0.293,-0.011000000000000001,3.281,2,-1.0,-1.0,0,68.1,100.0,1,primary,2,0,40.522587,-3.413335,1.1079999999999999,68.1,1.0,0.0,0.0
42,60.42,66.9,40.522831,-3.4136349999999998,631.9,3,5,321.0,4.922,1,0.047,0.028999999999999998,0.009000000000000001,0.016,0.004,-0.004,-1.575,-0.016,0.159,-0.303,0.009000000000000001,3.286,2,-1.0,-1.0,0,66.9,100.0,1,primary,2,0,40.522587,-3.413335,1.1079999999999999,68.1,1.0,0.0,0.0
43,61.37,66.3,40.522953,-3.4137760000000004,632.4,3,5,319.9,1.406,1,-0.019,-0.004,-0.01,-0.024,0.008,-0.01,-1.579,-0.03,0.174,-0.313,-0.028999999999999998,3.284,2,-1.0,-1.0,0,66.3,100.0,1,primary,2,0,40.522831,-3.4136349999999998,1.344,65.8,1.0,0.0,0.0
44,62.37,65.8,40.523075,-3.4139169999999996,633.1,3,5,318.9,2.109,1,-0.006999999999999999,-0.036000000000000004,-0.02,-0.008,-0.044000000000000004,-0.008,-1.5730000000000002,-0.040999999999999995,0.195,-0.263,0.013999999999999999,3.219,2,-1.0,-1.0,0,65.8,100.0,1,primary,2,0,40.522831,-3.4136349999999998,1.344,65.8,1.0,0.0,0.0
45,63.39,65.2,40.52319,-3.4140629999999996,633.8,3,5,317.5,2.461,1,-0.037000000000000005,-0.055,0.023,-0.044000000000000004,-0.038,0.02,-1.5759999999999998,-0.04,0.213,-0.242,0.071,3.24,2,-1.0,-1.0,0,65.2,100.0,1,primary,2,0,40.523075,-3.4139169999999996,1.6019999999999999,64.9,1.0,0.0,0.0
46,64.37,64.9,40.523303999999996,-3.4142129999999997,634.9,3,5,316.1,2.812,1,0.039,0.013999999999999999,0.021,-0.013000000000000001,-0.0,0.016,-1.5730000000000002,-0.037000000000000005,0.237,-0.20199999999999999,0.07400000000000001,3.1910000000000003,2,-1.0,-1.0,0,64.9,100.0,1,primary,2,0,40.523075,-3.4139169999999996,1.6019999999999999,64.9,1.0,0.0,0.0
47,65.36,64.6,40.523418,-3.414362,635.7,3,5,314.3,3.1639999999999997,1,-0.049,-0.066,-0.019,-0.019,-0.028999999999999998,-0.006,-1.574,-0.051,0.257,-0.212,0.03,3.2319999999999998,2,-1.0,-1.0,0,64.6,90.0,3,tertiary_link,1,0,40.523303999999996,-3.4142129999999997,1.166,64.6,1.0,0.0,0.0
48,66.39,64.4,40.523521,-3.414518,636.0,3,5,312.5,3.516,1,-0.034,-0.11599999999999999,-0.001,-0.011000000000000001,-0.0,-0.005,-1.568,-0.052000000000000005,0.273,-0.313,-0.012,3.242,2,-1.0,-1.0,0,64.4,90.0,3,tertiary_link,1,0,40.523303999999996,-3.4142129999999997,1.166,64.6,1.0,0.0,0.0
49,67.38,64.1,40.523624,-3.414675,636.7,3,5,310.8,3.516,1,-0.028999999999999998,-0.094,0.002,-0.004,-0.045,0.02,-1.564,-0.05,0.28,-0.354,-0.022000000000000002,3.165,2,-1.0,-1.0,0,64.1,90.0,3,tertiary_link,1,0,40.523521,-3.414518,1.172,64.1,1.0,0.0,0.0
50,68.41,63.8,40.523724,-3.414836,637.0,3,5,309.4,3.1639999999999997,1,-0.087,0.009000000000000001,-0.011000000000000001,-0.025,0.008,0.003,-1.561,-0.044000000000000004,0.28600000000000003,-0.40399999999999997,0.003,3.2110000000000003,2,-1.0,-1.0,0,63.8,90.0,3,tertiary_link,1,0,40.523724,-3.414836,0.72,63.7,1.0,0.0,0.0
51,69.37,63.7,40.523823,-3.415,637.4,3,5,308.3,2.461,1,0.01,0.096,0.031,0.021,-0.015,0.039,-1.56,-0.040999999999999995,0.297,-0.384,-0.006999999999999999,3.3339999999999996,2,-1.0,-1.0,0,63.7,90.0,3,tertiary_link,1,0,40.523724,-3.414836,0.72,63.7,1.0,0.0,0.0
52,70.37,63.8,40.523918,-3.415166,638.3,3,5,306.9,2.461,1,-0.001,0.019,0.04,-0.042,0.001,-0.0,-1.5590000000000002,-0.04,0.313,-0.313,0.07200000000000001,3.247,2,-1.0,-1.0,0,63.8,90.0,3,tertiary_link,1,0,40.523823,-3.415,0.955,63.8,1.0,0.0,0.0
53,71.37,65.1,40.52401,-3.415342,638.4,3,5,304.5,3.867,1,-0.002,0.079,-0.006,-0.006,0.02,0.011000000000000001,-1.5519999999999998,-0.037000000000000005,0.317,-0.5760000000000001,0.028999999999999998,3.0580000000000003,2,-1.0,-1.0,0,65.1,90.0,3,tertiary_link,1,0,40.523918,-3.415166,0.8740000000000001,65.1,0.9990000000000001,0.001,0.0
54,72.37,64.4,40.524097,-3.415513,638.7,3,5,303.8,3.1639999999999997,1,-0.049,0.046,0.004,-0.008,0.038,0.026000000000000002,-1.5519999999999998,-0.031,0.32,-0.657,-0.011000000000000001,3.153,2,-1.0,-1.0,0,64.4,90.0,3,tertiary_link,1,0,40.52401,-3.415342,0.91,64.4,0.987,0.013000000000000001,0.0
55,73.38,64.9,40.524184999999996,-3.415692,638.9,3,5,302.3,2.109,1,0.006,-0.038,0.017,0.002,-0.009000000000000001,0.011000000000000001,-1.5730000000000002,-0.05,0.32299999999999995,-0.596,0.026000000000000002,3.181,2,-1.0,-1.0,0,64.9,90.0,3,tertiary_link,1,0,40.524097,-3.415513,0.83,64.9,0.977,0.023,0.0
56,74.39,65.5,40.524273,-3.4158720000000002,638.9,3,5,301.3,2.461,1,0.038,0.047,0.013000000000000001,0.01,0.006,0.008,-1.565,-0.055999999999999994,0.32799999999999996,-0.586,0.019,3.14,2,-1.0,-1.0,0,65.5,90.0,3,tertiary_link,1,0,40.524184999999996,-3.415693,0.669,65.5,0.9690000000000001,0.031,0.0
57,75.38,66.1,40.524353000000005,-3.416063,639.1,3,5,299.9,2.461,1,0.025,0.006,0.008,0.02,0.01,0.01,-1.5630000000000002,-0.055,0.33399999999999996,-0.434,0.047,3.128,2,-1.0,-1.0,0,66.1,90.0,3,tertiary_link,1,0,40.524273,-3.4158720000000002,1.0759999999999998,66.1,0.9620000000000001,0.038,0.0
58,76.37,66.8,40.524433,-3.416257,639.2,3,5,298.5,2.812,1,0.008,-0.055999999999999994,-0.012,0.009000000000000001,-0.044000000000000004,0.002,-1.5619999999999998,-0.053,0.344,-0.455,0.026000000000000002,3.115,2,-1.0,-1.0,0,66.8,90.0,3,tertiary_link,1,0,40.524273,-3.4158720000000002,1.0759999999999998,66.1,0.9620000000000001,0.038,0.0
59,77.38,67.5,40.524502000000005,-3.4164550000000005,639.4,3,5,296.7,3.1639999999999997,1,0.054000000000000006,-0.009000000000000001,0.012,0.012,-0.015,0.004,-1.5590000000000002,-0.049,0.35200000000000004,-0.39399999999999996,0.005,3.174,2,-1.0,-1.0,0,67.5,100.0,1,primary,2,0,40.524433,-3.416257,1.141,67.5,0.9620000000000001,0.038,0.0
60,78.38,68.1,40.524574,-3.41666,639.6,3,5,295.0,3.516,1,0.031,-0.034,0.006,0.011000000000000001,-0.009000000000000001,0.009000000000000001,-1.5530000000000002,-0.049,0.365,-0.424,-0.044000000000000004,3.2030000000000003,2,-1.0,-1.0,0,68.1,100.0,1,primary,2,0,40.524433,-3.416257,1.141,67.5,0.9620000000000001,0.038,0.0
61,79.39,68.8,40.524646999999995,-3.416864,639.3,3,5,293.2,3.516,1,0.02,0.036000000000000004,0.006,0.011000000000000001,0.019,0.003,-1.557,-0.040999999999999995,0.375,-0.485,-0.042,3.325,1,-1.0,-1.0,0,68.8,100.0,1,primary,2,0,40.524574,-3.41666,0.963,68.8,0.9620000000000001,0.038,0.0
62,80.35,69.5,40.524708000000004,-3.417072,639.2,3,5,291.4,3.516,1,0.006,0.043,0.0,0.019,0.012,-0.006999999999999999,-1.556,-0.055,0.36700000000000005,0.0,-0.0,3.2739999999999996,0,-1.0,-1.0,0,69.5,100.0,1,primary,2,0,40.524646999999995,-3.416864,0.5720000000000001,69.5,0.9620000000000001,0.038,0.0
63,81.35,70.4,40.524769,-3.4172919999999998,639.0,3,5,290.0,3.1639999999999997,1,-0.049,0.017,0.011000000000000001,0.001,0.016,-0.001,-1.555,-0.048,0.353,0.121,0.022000000000000002,4.3069999999999995,2,-1.0,-1.0,0,70.4,100.0,1,primary,2,0,40.524646999999995,-3.416864,0.5720000000000001,69.5,0.9620000000000001,0.038,0.0
64,82.38,71.4,40.52483,-3.417508,638.7,3,5,289.7,1.758,1,0.033,0.04,0.01,-0.013999999999999999,0.025,-0.024,-1.555,-0.049,0.34700000000000003,0.02,-0.027999999999999997,3.949,2,-1.0,-1.0,0,71.4,100.0,1,primary,2,0,40.524646999999995,-3.416864,0.5720000000000001,69.5,0.9620000000000001,0.038,0.0
65,83.38,72.5,40.524887,-3.417731,638.5,3,5,288.6,1.406,1,0.02,-0.008,0.001,-0.001,-0.021,-0.012,-1.556,-0.037000000000000005,0.34299999999999997,-0.111,-0.01,3.4389999999999996,2,-1.0,-1.0,0,72.5,100.0,1,primary,2,0,40.524646999999995,-3.416864,0.5720000000000001,69.5,0.9620000000000001,0.038,0.0
66,84.38,73.3,40.52494,-3.417962,638.0,3,5,287.6,2.109,1,-0.02,-0.09300000000000001,-0.027999999999999997,-0.044000000000000004,-0.049,-0.037000000000000005,-1.525,-0.013000000000000001,0.335,-0.01,0.038,3.363,2,-1.0,-1.0,0,73.3,100.0,1,primary,2,0,40.524708000000004,-3.417072,8.383,71.6,0.9620000000000001,0.038,0.001
67,85.35,73.4,40.52499,-3.418192,637.6,3,5,286.5,2.109,1,0.028999999999999998,0.001,0.017,0.002,0.003,-0.006999999999999999,-1.518,-0.009000000000000001,0.325,-0.02,0.002,3.3089999999999997,2,-1.0,-1.0,0,73.4,100.0,1,primary,2,0,40.524708000000004,-3.417072,8.383,71.6,0.9620000000000001,0.038,0.001
68,86.38,73.0,40.525040000000004,-3.418425,636.8,3,5,285.8,1.758,1,-0.025,0.033,-0.023,-0.015,0.038,-0.018000000000000002,-1.525,-0.003,0.299,-0.071,0.002,3.2880000000000003,2,-1.0,-1.0,0,73.0,100.0,1,primary,2,0,40.524708000000004,-3.417072,8.383,71.6,0.9620000000000001,0.038,0.001
69,87.38,72.7,40.525089,-3.418654,636.7,3,5,285.5,1.055,1,-0.033,-0.002,-0.02,-0.023,0.011000000000000001,-0.016,-1.517,-0.025,0.266,0.01,0.021,3.3080000000000003,2,-1.0,-1.0,0,72.7,100.0,1,primary,2,0,40.524708000000004,-3.417072,8.383,71.6,0.9620000000000001,0.038,0.001
