,Timestamp (seconds),Speed (km/h),Latitude coordinate (degrees),Longitude coordinate (degrees),Altitude (meters),Vertical accuracy (degrees),Horizontal accuracy (degrees),Course (degrees),Difcourse: course variation (degrees),Boolean of system activated (1 if >50km/h),Acceleration in X (Gs),Acceleration in Y (Gs),Acceleration in Z (Gs),Acceleration in X filtered by KF (Gs),Acceleration in Y filtered by KF (Gs),Acceleration in Z filtered by KF (Gs),Roll (degrees),Pitch (degrees),Yaw (degrees),X: car position relative to lane center (meters),Phi: car angle relative to lane curvature (degrees),W: road width (meters),"State of the lane det. algorithm [-1=calibrating, 0=initializing, 1=undetected, 2=detected/running]",Distance to ahead vehicle in current lane (meters) [value -1 means no car is detected in front],Time of impact to ahead vehicle (seconds) [distance related to own speed],Number of detected vehicles in this frame (traffic),GPS speed (km/h) [same as in RAW GPS],Maximum allowed speed of current road (km/h),"Reliability of obtained maxspeed (0=unknown, 1=reliable, 2=used previously obtained maxspeed,3=estimated by type of road)","Type of road (motorway, trunk, secondary...)",Number of lanes in current road,"Estimated current lane (1=right lane, 2=first left lane, 3=second left lane, etc) [experimental]",GPS Latitude used to query OSM (degrees),GPS Longitude used to query OSM (degrees),OSM delay to answer query (seconds),GPS speed (km/h) [same as in RAW GPS]],Ratio normal (base 1),Ratio drowsy (base 1),Ratio aggressive (base 1)
29,50.5,89.6,40.52317,-3.4140370000000004,634.5,3,5,317.8,3.867,1,0.063,0.004,-0.005,0.038,-0.002,-0.016,-1.598,0.033,0.17300000000000001,-0.071,-0.033,3.4810000000000003,2,-1.0,-1.0,0,89.6,100.0,1,primary,2,1,40.52301,-3.4138339999999996,0.688,89.6,0.9990000000000001,0.001,0.0
30,51.57,89.6,40.523334999999996,-3.414246,635.4,3,5,315.7,4.218999999999999,1,-0.035,0.023,-0.004,0.012,0.012,0.004,-1.59,0.03,0.20600000000000002,-0.242,-0.047,3.4939999999999998,2,-1.0,-1.0,0,89.6,100.0,1,primary,2,1,40.52317,-3.4140370000000004,1.608,89.6,0.9990000000000001,0.001,0.0
31,52.49,89.6,40.523491,-3.41446,636.1,3,5,313.2,4.57,1,0.013000000000000001,0.022000000000000002,-0.005,-0.006,0.006999999999999999,-0.017,-1.584,0.004,0.226,-0.455,0.005,3.4219999999999997,2,-1.0,-1.0,0,89.6,100.0,1,primary,2,1,40.52317,-3.4140370000000004,1.608,89.6,0.9990000000000001,0.001,0.0
32,53.48,89.7,40.523635999999996,-3.414681,637.0,3,5,311.1,4.57,1,-0.0,-0.004,0.065,0.008,0.001,0.026000000000000002,-1.577,0.005,0.24600000000000002,-0.525,0.023,3.3480000000000003,2,-1.0,-1.0,0,89.7,90.0,3,tertiary_link,1,1,40.523491,-3.41446,1.245,89.9,0.997,0.003,0.0
33,54.51,89.9,40.523785,-3.4149089999999998,637.8,3,5,309.7,3.516,1,0.065,0.011000000000000001,-0.004,0.016,0.001,0.031,-1.577,0.021,0.273,-0.475,0.011000000000000001,3.516,2,-1.0,-1.0,0,89.9,90.0,3,tertiary_link,1,1,40.523491,-3.41446,1.245,89.9,0.991,0.009000000000000001,0.0
34,55.55,90.3,40.523918,-3.4151559999999996,638.5,3,5,307.6,3.516,1,0.033,-0.033,0.036000000000000004,0.009000000000000001,-0.011000000000000001,0.027000000000000003,-1.577,0.022000000000000002,0.295,-0.444,0.044000000000000004,3.438,2,-1.0,-1.0,0,90.3,90.0,3,tertiary_link,1,1,40.523785,-3.4149089999999998,0.9990000000000001,90.3,0.992,0.008,0.0
35,56.59,91.9,40.524178000000006,-3.415664,639.1,3,5,303.0,4.57,1,0.002,0.006,0.008,0.028999999999999998,0.001,0.006,-1.5759999999999998,0.017,0.313,-0.495,0.055999999999999994,3.3339999999999996,2,-1.0,-1.0,0,90.3,90.0,3,tertiary_link,1,1,40.524048,-3.4154089999999995,0.8270000000000001,91.9,0.992,0.008,0.0
36,57.5,91.9,40.524178000000006,-3.415664,639.1,3,5,303.0,4.57,1,-0.004,0.004,0.01,-0.006,-0.006,0.016,-1.5830000000000002,0.025,0.332,-0.505,0.022000000000000002,3.397,2,-1.0,-1.0,0,91.9,90.0,3,tertiary_link,1,1,40.524048,-3.4154089999999995,0.8270000000000001,91.9,0.991,0.009000000000000001,0.0
37,58.49,92.1,40.524303,-3.415932,639.5,3,5,300.2,4.218999999999999,1,-0.057,0.01,-0.021,-0.02,0.006999999999999999,-0.003,-1.575,0.024,0.348,-0.485,0.019,3.3760000000000003,2,-1.0,-1.0,0,92.1,90.0,3,tertiary_link,1,1,40.524178000000006,-3.415664,0.9890000000000001,92.1,0.991,0.009000000000000001,0.0
38,59.57,93.0,40.524429,-3.4162150000000002,639.8,3,5,298.5,4.57,1,-0.024,-0.008,0.01,-0.01,0.006999999999999999,0.001,-1.5730000000000002,0.018000000000000002,0.359,-0.475,0.040999999999999995,3.3689999999999998,2,-1.0,-1.0,0,93.0,100.0,1,primary,2,1,40.524303,-3.415932,0.992,93.0,0.9890000000000001,0.011000000000000001,0.0
39,60.48,93.4,40.52454,-3.416472,640.6,3,5,296.4,3.867,1,0.079,-0.006,-0.036000000000000004,0.064,-0.009000000000000001,-0.027000000000000003,-1.5659999999999998,0.024,0.373,-0.475,0.051,3.42,2,-1.0,-1.0,0,93.4,100.0,1,primary,2,1,40.524429,-3.4162150000000002,1.215,95.5,0.9890000000000001,0.011000000000000001,0.0
40,61.5,95.5,40.524639,-3.416746,640.1,3,5,294.6,3.867,1,0.081,-0.028999999999999998,-0.027999999999999997,0.042,-0.019,-0.023,-1.547,0.036000000000000004,0.392,-0.495,0.038,3.3939999999999997,1,-1.0,-1.0,0,95.5,100.0,1,primary,2,1,40.524429,-3.4162150000000002,1.215,95.5,0.9890000000000001,0.011000000000000001,0.0
41,62.52,93.5,40.524734,-3.417025,640.1,3,5,291.8,4.57,1,0.043,0.023,-0.0,0.032,0.031,0.003,-1.5230000000000001,0.03,0.397,-0.586,-0.002,3.617,1,-1.0,-1.0,0,93.5,100.0,1,primary,2,1,40.524639,-3.416746,1.584,93.1,0.982,0.018000000000000002,0.0
42,63.49,93.1,40.524815000000004,-3.417304,639.9,3,5,290.0,4.57,1,-0.177,-0.021,0.033,-0.11199999999999999,-0.005,0.017,-1.5319999999999998,0.018000000000000002,0.38799999999999996,-0.444,0.098,4.226,2,-1.0,-1.0,0,93.1,100.0,1,primary,2,1,40.524639,-3.416746,1.584,93.1,0.97,0.03,0.0
43,64.5,94.3,40.524887,-3.417592,639.4,3,5,289.3,2.461,1,-0.094,0.02,-0.003,-0.055999999999999994,0.015,0.002,-1.548,0.016,0.381,-0.293,0.025,3.978,2,-1.0,-1.0,0,94.3,100.0,1,primary,2,1,40.524815000000004,-3.4173050000000003,0.997,94.3,0.971,0.028999999999999998,0.0
44,65.49,97.1,40.524963,-3.417886,638.6,3,5,288.3,1.758,1,-0.006999999999999999,0.02,-0.001,-0.022000000000000002,0.008,-0.015,-1.541,0.015,0.363,-0.28300000000000003,0.066,3.6069999999999998,2,-1.0,-1.0,0,97.1,100.0,1,primary,2,1,40.524887,-3.417592,1.446,96.3,0.972,0.027999999999999997,0.0
45,66.49,96.3,40.525040000000004,-3.41819,638.5,3,5,286.5,2.812,1,-0.018000000000000002,-0.008,0.008,-0.013000000000000001,0.011000000000000001,0.017,-1.551,0.027999999999999997,0.344,-0.131,0.077,3.497,2,-1.0,-1.0,0,96.3,100.0,1,primary,2,1,40.524887,-3.417592,1.446,96.3,0.972,0.027999999999999997,0.0
46,67.49,96.5,40.525104999999996,-3.4184910000000004,637.4,3,5,285.8,2.461,1,0.001,0.027000000000000003,-0.01,-0.009000000000000001,0.035,-0.018000000000000002,-1.537,0.013999999999999999,0.307,0.0,0.04,3.4930000000000003,2,-1.0,-1.0,0,96.5,80.0,1,primary,1,1,40.525040000000004,-3.41819,0.691,96.5,0.973,0.027000000000000003,0.0
47,68.5,97.6,40.525166,-3.4187849999999997,637.0,3,5,286.5,0.703,1,-0.039,-0.003,-0.044000000000000004,-0.04,0.004,-0.031,-1.518,0.022000000000000002,0.27899999999999997,0.20199999999999999,0.039,3.596,2,-1.0,-1.0,0,97.6,80.0,1,primary,1,1,40.525104999999996,-3.4184910000000004,1.609,96.5,0.9420000000000001,0.026000000000000002,0.032
48,69.5,96.5,40.525242,-3.419089,636.2,4,5,286.5,0.703,1,0.03,0.022000000000000002,0.006999999999999999,0.042,0.026000000000000002,-0.012,-1.5019999999999998,0.031,0.244,0.384,0.040999999999999995,3.5869999999999997,2,-1.0,-1.0,0,96.5,80.0,1,primary,1,1,40.525104999999996,-3.4184910000000004,1.609,96.5,0.9129999999999999,0.026000000000000002,0.062
49,70.54,94.7,40.525318,-3.419397,635.5,4,5,286.5,0.0,1,-0.018000000000000002,0.027999999999999997,-0.013999999999999999,-0.04,0.036000000000000004,-0.018000000000000002,-1.495,0.011000000000000001,0.19,0.5760000000000001,0.043,3.537,2,-1.0,-1.0,0,94.7,80.0,1,primary,1,1,40.525242,-3.419089,0.633,94.7,0.898,0.027000000000000003,0.075
50,71.5,93.0,40.525387,-3.419682,634.6,4,5,288.3,1.758,1,-0.046,0.013000000000000001,-0.009000000000000001,-0.055,0.015,-0.016,-1.496,0.001,0.138,0.657,0.069,3.562,2,-1.0,-1.0,0,93.0,80.0,1,primary,1,1,40.525318,-3.419397,1.213,93.6,0.8740000000000001,0.038,0.08800000000000001
51,72.5,93.6,40.525459000000005,-3.419973,634.0,4,5,289.7,3.1639999999999997,1,0.006,-0.008,-0.009000000000000001,-0.004,0.013999999999999999,-0.012,-1.5,-0.008,0.079,0.657,0.063,3.572,2,-1.0,-1.0,0,93.6,80.0,1,primary,1,1,40.525318,-3.419397,1.213,93.6,0.852,0.048,0.1
52,73.51,90.8,40.525543,-3.420257,633.0,4,5,291.4,3.1639999999999997,1,0.002,-0.04,0.005,-0.002,0.0,-0.013000000000000001,-1.499,-0.033,0.018000000000000002,0.899,0.102,3.5589999999999997,2,-1.0,-1.0,0,90.8,80.0,1,primary,1,1,40.525459000000005,-3.419974,0.935,90.8,0.83,0.059000000000000004,0.11199999999999999
53,74.56,89.1,40.525631,-3.420519,632.3,4,5,293.6,3.867,1,-0.006999999999999999,-0.06,-0.011000000000000001,0.023,-0.053,-0.002,-1.494,0.012,-0.008,0.9390000000000001,0.03,3.417,2,-1.0,-1.0,0,89.1,80.0,1,primary,1,1,40.525543,-3.420258,0.7859999999999999,89.1,0.8079999999999999,0.069,0.12300000000000001
54,75.49,87.6,40.525719,-3.420784,631.9,4,5,294.6,3.1639999999999997,1,0.015,0.012,-0.028999999999999998,0.043,0.019,-0.025,-1.495,-0.002,-0.045,0.8590000000000001,-0.0,3.4360000000000004,2,-1.0,-1.0,0,87.6,80.0,1,primary,1,1,40.525543,-3.420258,0.7859999999999999,89.1,0.8,0.078,0.12300000000000001
55,76.49,88.0,40.525814000000004,-3.421036,630.8,4,5,297.1,3.516,1,-0.017,0.013999999999999999,0.023,-0.032,0.017,0.02,-1.5090000000000001,-0.031,-0.09,0.9490000000000001,0.008,3.702,2,-1.0,-1.0,0,88.0,80.0,1,primary,1,1,40.525631,-3.420519,2.594,86.1,0.7809999999999999,0.086,0.133
56,77.52,86.1,40.525921000000004,-3.421279,630.8,6,5,298.8,4.218999999999999,1,0.055999999999999994,-0.016,0.02,0.01,0.011000000000000001,0.021,-1.5230000000000001,-0.048,-0.149,0.626,-0.08,3.523,2,-1.0,-1.0,0,86.1,80.0,1,primary,1,1,40.525631,-3.420519,2.594,86.1,0.772,0.095,0.133
57,78.5,86.3,40.526024,-3.421522,630.6,4,5,302.3,5.273,1,-0.013000000000000001,0.001,0.005,-0.025,-0.004,-0.011000000000000001,-1.528,-0.055999999999999994,-0.201,0.7070000000000001,0.05,3.424,2,-1.0,-1.0,0,86.3,100.0,1,primary,2,1,40.525921000000004,-3.421279,1.4380000000000002,86.4,0.763,0.105,0.132
58,79.58,86.0,40.526302,-3.4219980000000003,629.4,6,5,308.0,7.031000000000001,1,0.013000000000000001,0.009000000000000001,-0.017,-0.01,-0.009000000000000001,-0.006,-1.53,-0.042,-0.237,0.727,0.023,3.4419999999999997,2,-1.0,-1.0,0,86.4,100.0,1,primary,2,1,40.525921000000004,-3.421279,1.4380000000000002,86.4,0.754,0.113,0.132
59,80.48,86.0,40.526302,-3.4219980000000003,629.4,6,5,308.0,5.625,1,-0.049,-0.040999999999999995,-0.0,-0.027999999999999997,-0.035,-0.004,-1.5390000000000001,-0.039,-0.273,0.677,0.040999999999999995,3.423,2,-1.0,-1.0,0,86.0,90.0,1,primary,2,1,40.526157,-3.421757,1.383,85.7,0.7490000000000001,0.122,0.13
60,81.58,85.6,40.526573,-3.422426,629.1,4,5,312.5,4.57,1,-0.045,-0.013999999999999999,-0.013999999999999999,-0.037000000000000005,-0.012,-0.01,-1.54,-0.033,-0.307,0.535,-0.002,3.513,2,-1.0,-1.0,0,85.7,90.0,1,primary,2,1,40.526157,-3.421757,1.383,85.7,0.7440000000000001,0.129,0.127
61,82.51,85.6,40.526573,-3.422426,629.1,4,5,312.5,4.57,1,-0.042,-0.017,0.013999999999999999,-0.033,-0.02,0.011000000000000001,-1.5390000000000001,-0.025,-0.336,0.40399999999999997,-0.005,3.451,2,-1.0,-1.0,0,85.6,90.0,1,primary,2,1,40.526436,-3.4222080000000004,1.022,85.6,0.747,0.129,0.125
62,83.5,85.8,40.526718,-3.422643,628.7,4,5,315.0,4.57,1,-0.026000000000000002,-0.001,-0.016,-0.011000000000000001,-0.002,-0.003,-1.541,-0.031,-0.36700000000000005,0.34299999999999997,0.035,3.411,2,-1.0,-1.0,0,85.8,90.0,1,primary,2,1,40.526436,-3.4222080000000004,1.022,85.6,0.7490000000000001,0.129,0.122
63,84.5,86.2,40.526871,-3.4228449999999997,627.9,4,5,317.1,4.57,1,-0.022000000000000002,-0.028999999999999998,-0.016,-0.012,-0.011000000000000001,-0.017,-1.546,-0.03,-0.39399999999999996,0.253,0.04,3.452,2,-1.0,-1.0,0,86.2,90.0,1,primary,2,1,40.526718,-3.422644,1.113,86.2,0.7509999999999999,0.129,0.12
64,85.5,87.3,40.527035,-3.4230370000000003,627.5,4,5,319.9,4.922,1,0.017,-0.008,0.011000000000000001,-0.026000000000000002,-0.001,0.006,-1.544,-0.033,-0.42100000000000004,0.111,-0.006,3.488,2,-1.0,-1.0,0,87.3,90.0,1,primary,2,1,40.527035,-3.4230370000000003,0.863,86.9,0.753,0.129,0.11800000000000001
65,86.51,86.9,40.527203,-3.4232129999999996,627.5,4,5,321.7,4.57,1,0.022000000000000002,0.002,0.013999999999999999,-0.003,-0.01,-0.006,-1.5430000000000001,-0.033,-0.44799999999999995,0.03,0.011000000000000001,3.5210000000000004,2,-1.0,-1.0,0,86.9,90.0,1,primary,2,1,40.527035,-3.4230370000000003,0.863,86.9,0.753,0.129,0.11800000000000001
66,87.5,87.3,40.527374,-3.423369,626.8,4,5,324.5,4.57,1,0.06,-0.022000000000000002,-0.02,0.04,-0.005,-0.011000000000000001,-1.5390000000000001,-0.036000000000000004,-0.469,0.071,0.048,3.5180000000000002,2,-1.0,-1.0,0,87.3,90.0,1,primary,2,1,40.527203,-3.4232129999999996,1.067,87.3,0.754,0.128,0.11800000000000001
67,88.5,87.6,40.527569,-3.4235269999999995,626.6,4,5,327.0,5.273,1,-0.049,-0.006,-0.013000000000000001,-0.038,-0.018000000000000002,-0.006999999999999999,-1.53,-0.028999999999999998,-0.483,0.081,0.057999999999999996,3.5389999999999997,2,-1.0,-1.0,0,87.6,90.0,1,primary,2,1,40.527203,-3.4232129999999996,1.067,87.3,0.7559999999999999,0.128,0.11599999999999999
