,Timestamp (seconds),Speed (km/h),Latitude coordinate (degrees),Longitude coordinate (degrees),Altitude (meters),Vertical accuracy (degrees),Horizontal accuracy (degrees),Course (degrees),Difcourse: course variation (degrees),Boolean of system activated (1 if >50km/h),Acceleration in X (Gs),Acceleration in Y (Gs),Acceleration in Z (Gs),Acceleration in X filtered by KF (Gs),Acceleration in Y filtered by KF (Gs),Acceleration in Z filtered by KF (Gs),Roll (degrees),Pitch (degrees),Yaw (degrees),X: car position relative to lane center (meters),Phi: car angle relative to lane curvature (degrees),W: road width (meters),"State of the lane det. algorithm [-1=calibrating, 0=initializing, 1=undetected, 2=detected/running]",Distance to ahead vehicle in current lane (meters) [value -1 means no car is detected in front],Time of impact to ahead vehicle (seconds) [distance related to own speed],Number of detected vehicles in this frame (traffic),GPS speed (km/h) [same as in RAW GPS],Maximum allowed speed of current road (km/h),"Reliability of obtained maxspeed (0=unknown, 1=reliable, 2=used previously obtained maxspeed,3=estimated by type of road)","Type of road (motorway, trunk, secondary...)",Number of lanes in current road,"Estimated current lane (1=right lane, 2=first left lane, 3=second left lane, etc) [experimental]",GPS Latitude used to query OSM (degrees),GPS Longitude used to query OSM (degrees),OSM delay to answer query (seconds),GPS speed (km/h) [same as in RAW GPS]],Ratio normal (base 1),Ratio drowsy (base 1),Ratio aggressive (base 1)
42,58.74,83.3,40.524731,-3.4170260000000003,639.9,3,5,290.7,5.977,1,-0.013999999999999999,0.028999999999999998,0.03,-0.017,0.032,0.02,-1.5519999999999998,0.013999999999999999,0.41200000000000003,-0.515,0.040999999999999995,3.818,1,-1.0,-1.0,0,83.3,100.0,1,primary,2,1,40.524654,-3.4167680000000002,1.8940000000000001,84.5,0.682,0.247,0.07200000000000001
43,59.75,84.5,40.524796,-3.417296,639.6,3,5,289.3,4.57,1,0.005,0.05,0.017,0.052000000000000005,0.045,0.017,-1.5619999999999998,-0.006,0.40399999999999997,0.0,-0.0,3.43,0,-1.0,-1.0,0,84.5,100.0,1,primary,2,1,40.524654,-3.4167680000000002,1.8940000000000001,84.5,0.688,0.242,0.07
44,60.75,86.9,40.524853,-3.417555,639.4,3,5,288.6,2.109,1,-0.013999999999999999,-0.024,0.042,-0.018000000000000002,-0.02,0.036000000000000004,-1.584,-0.012,0.40299999999999997,-0.141,-0.006,3.969,2,-1.0,-1.0,0,86.9,100.0,1,primary,2,1,40.524796,-3.417296,1.63,89.6,0.6940000000000001,0.237,0.069
45,61.74,89.6,40.524925,-3.4178309999999996,639.0,3,5,287.6,1.758,1,-0.001,0.008,-0.018000000000000002,0.012,-0.003,-0.001,-1.594,0.006,0.405,-0.313,-0.006,3.429,2,-1.0,-1.0,0,89.6,100.0,1,primary,2,1,40.524796,-3.417296,1.63,89.6,0.701,0.23199999999999998,0.067
46,62.75,92.5,40.524978999999995,-3.418113,639.0,3,5,286.5,2.109,1,-0.017,0.026000000000000002,-0.013000000000000001,-0.015,0.02,-0.025,-1.585,0.006,0.396,-0.28300000000000003,0.03,3.339,2,-1.0,-1.0,0,92.5,100.0,1,primary,2,1,40.524796,-3.417296,1.63,89.6,0.7070000000000001,0.22699999999999998,0.066
47,63.75,93.2,40.525047,-3.4184010000000002,638.8,3,5,285.8,1.758,1,-0.006999999999999999,0.008,-0.032,0.009000000000000001,0.005,-0.027999999999999997,-1.556,0.01,0.376,-0.23199999999999998,0.053,3.378,2,-1.0,-1.0,0,93.2,80.0,1,primary,1,1,40.524925,-3.4178309999999996,3.011,94.6,0.713,0.223,0.064
48,64.73,94.6,40.525116,-3.4186949999999996,638.2,3,5,285.1,1.406,1,-0.011000000000000001,-0.018000000000000002,-0.015,-0.036000000000000004,0.01,-0.013999999999999999,-1.544,0.006,0.363,-0.121,0.033,3.4130000000000003,2,-1.0,-1.0,0,94.6,80.0,1,primary,1,1,40.524925,-3.4178309999999996,3.011,94.6,0.7190000000000001,0.218,0.063
49,65.75,95.8,40.525180999999996,-3.4189910000000006,637.1,3,5,285.8,0.703,1,-0.037000000000000005,0.025,-0.001,-0.033,0.022000000000000002,-0.013000000000000001,-1.527,0.011000000000000001,0.335,-0.04,0.035,3.465,2,-1.0,-1.0,0,95.8,80.0,1,primary,1,1,40.525180999999996,-3.4189910000000006,0.752,93.5,0.71,0.213,0.076
50,66.75,93.5,40.525249,-3.419288,636.6,3,5,286.5,1.406,1,-0.016,0.027000000000000003,0.017,-0.025,0.025,0.017,-1.521,0.001,0.299,0.182,0.038,3.452,2,-1.0,-1.0,0,93.5,80.0,1,primary,1,1,40.525180999999996,-3.4189910000000006,0.752,93.5,0.7020000000000001,0.209,0.08900000000000001
51,67.76,93.3,40.525321999999996,-3.4195800000000003,635.8,3,5,287.6,1.758,1,-0.091,0.036000000000000004,0.052000000000000005,-0.092,0.032,0.019,-1.544,-0.006,0.254,0.40399999999999997,0.038,3.412,2,-1.0,-1.0,0,93.3,80.0,1,primary,1,1,40.525249,-3.419288,0.774,93.3,0.693,0.205,0.102
52,68.74,94.1,40.525391,-3.41986,635.4,3,5,289.3,2.812,1,-0.071,0.009000000000000001,0.006,-0.061,0.023,-0.005,-1.5419999999999998,-0.005,0.212,0.465,0.045,3.465,2,-1.0,-1.0,0,94.1,80.0,1,primary,1,1,40.525321999999996,-3.4195800000000003,1.004,94.1,0.6809999999999999,0.20600000000000002,0.114
53,69.81,93.8,40.525471,-3.420149,634.8,3,5,291.1,3.516,1,-0.065,0.002,-0.004,-0.069,0.013000000000000001,-0.026000000000000002,-1.5219999999999998,-0.02,0.154,0.465,0.027999999999999997,3.5189999999999997,2,-1.0,-1.0,0,93.8,80.0,1,primary,1,1,40.525321999999996,-3.4195800000000003,1.004,94.1,0.664,0.21100000000000002,0.125
54,70.73,93.5,40.525555,-3.4204519999999996,634.1,4,5,293.2,3.867,1,0.023,-0.023,-0.004,0.015,-0.027000000000000003,-0.013000000000000001,-1.5090000000000001,-0.013999999999999999,0.115,0.465,0.037000000000000005,3.367,2,-1.0,-1.0,0,93.5,80.0,1,primary,1,1,40.525471,-3.420149,2.31,92.0,0.648,0.217,0.136
55,71.74,92.0,40.525653999999996,-3.420718,633.5,4,5,294.6,3.516,1,-0.033,-0.025,-0.001,-0.08,-0.035,-0.024,-1.5119999999999998,-0.022000000000000002,0.077,0.424,0.017,3.429,2,6.68,0.26,1,92.0,80.0,1,primary,1,1,40.525471,-3.420149,2.31,92.0,0.628,0.21899999999999997,0.153
56,72.74,91.3,40.525757,-3.4209940000000003,633.2,4,5,296.7,3.516,1,0.034,0.043,0.013000000000000001,-0.01,0.048,0.022000000000000002,-1.5190000000000001,-0.04,0.027000000000000003,0.414,-0.001,3.385,2,-1.0,-1.0,0,91.3,80.0,1,primary,1,1,40.525471,-3.420149,2.31,92.0,0.618,0.217,0.165
57,73.75,91.8,40.525859999999994,-3.4212519999999995,632.8,4,5,299.5,4.922,1,-0.016,0.048,0.022000000000000002,-0.004,0.039,0.023,-1.55,-0.059000000000000004,-0.03,0.34299999999999997,-0.037000000000000005,3.389,2,-1.0,-1.0,0,91.8,100.0,3,primary_link,1,1,40.525757,-3.4209949999999996,0.716,91.8,0.613,0.213,0.174
58,74.76,92.9,40.525982,-3.4215129999999996,632.1,4,5,302.7,5.977,1,-0.004,0.01,0.033,-0.018000000000000002,0.012,0.018000000000000002,-1.5730000000000002,-0.07200000000000001,-0.09300000000000001,0.374,-0.04,3.2969999999999997,2,-1.0,-1.0,0,92.9,100.0,1,primary,2,1,40.525859999999994,-3.4212519999999995,1.6680000000000001,94.1,0.617,0.21,0.17300000000000001
59,75.76,94.1,40.526108,-3.4217480000000005,631.8,4,5,305.9,6.327999999999999,1,-0.021,-0.01,-0.024,-0.012,-0.004,-0.028999999999999998,-1.571,-0.07400000000000001,-0.149,0.424,0.001,3.3539999999999996,2,-1.0,-1.0,0,94.1,100.0,1,primary,2,1,40.525859999999994,-3.4212519999999995,1.6680000000000001,94.1,0.615,0.213,0.172
60,76.74,93.4,40.526249,-3.421986,631.1,4,5,309.4,6.68,1,-0.017,-0.013999999999999999,-0.002,-0.02,-0.008,-0.02,-1.561,-0.062,-0.195,0.485,0.069,3.338,2,-1.0,-1.0,0,93.4,90.0,1,primary,2,1,40.526108,-3.4217480000000005,2.029,94.6,0.615,0.21600000000000003,0.17
61,77.76,94.6,40.526398,-3.422222,630.4,4,5,310.8,4.922,1,-0.009000000000000001,-0.038,-0.022000000000000002,-0.025,-0.013000000000000001,-0.022000000000000002,-1.5490000000000002,-0.055999999999999994,-0.237,0.485,0.046,3.3989999999999996,2,-1.0,-1.0,0,94.6,90.0,1,primary,2,1,40.526108,-3.4217480000000005,2.029,94.6,0.608,0.22399999999999998,0.168
62,78.79,96.0,40.526573,-3.42245,629.7,4,5,313.9,4.57,1,-0.008,-0.002,-0.037000000000000005,-0.025,-0.015,-0.031,-1.528,-0.061,-0.28600000000000003,0.505,-0.009000000000000001,3.367,2,-1.0,-1.0,0,96.0,90.0,1,primary,2,1,40.526108,-3.4217480000000005,2.029,94.6,0.597,0.23199999999999998,0.17
63,79.79,95.8,40.526740999999994,-3.4226739999999998,629.1,4,5,316.4,5.625,1,-0.004,-0.017,-0.02,-0.004,-0.018000000000000002,-0.01,-1.514,-0.062,-0.32799999999999996,0.475,-0.077,3.355,2,-1.0,-1.0,0,95.8,90.0,1,primary,2,1,40.526573,-3.42245,1.5759999999999998,94.5,0.594,0.23600000000000002,0.17
64,80.78,94.5,40.526917,-3.422881,628.5,4,5,318.9,4.922,1,-0.019,-0.028999999999999998,0.004,-0.005,-0.02,0.005,-1.518,-0.05,-0.36200000000000004,0.545,-0.071,3.3680000000000003,2,-1.0,-1.0,0,94.5,90.0,1,primary,2,1,40.526573,-3.42245,1.5759999999999998,94.5,0.62,0.23800000000000002,0.142
65,81.74,93.3,40.527096,-3.423076,627.4,4,5,321.3,4.922,1,0.028999999999999998,0.002,0.012,0.013000000000000001,-0.001,0.013999999999999999,-1.538,-0.054000000000000006,-0.40299999999999997,0.444,-0.047,3.384,2,-1.0,-1.0,0,93.3,90.0,1,primary,2,1,40.526917,-3.422881,1.93,93.7,0.608,0.248,0.14400000000000002
66,82.73,93.7,40.52729,-3.423254,627.3,4,5,324.1,5.273,1,-0.039,-0.027000000000000003,-0.018000000000000002,-0.021,-0.001,0.0,-1.547,-0.066,-0.451,0.485,-0.005,3.392,2,-1.0,-1.0,0,93.7,90.0,1,primary,2,1,40.526917,-3.422881,1.93,93.7,0.602,0.252,0.146
67,83.76,95.3,40.527489,-3.423434,626.4,4,5,327.0,5.625,1,-0.013999999999999999,0.006,0.006,-0.032,-0.006999999999999999,0.006,-1.568,-0.057,-0.485,0.495,0.037000000000000005,3.409,2,-1.0,-1.0,0,95.3,90.0,1,primary,2,1,40.526917,-3.422881,1.93,93.7,0.594,0.26,0.146
