,Timestamp (seconds),Speed (km/h),Latitude coordinate (degrees),Longitude coordinate (degrees),Altitude (meters),Vertical accuracy (degrees),Horizontal accuracy (degrees),Course (degrees),Difcourse: course variation (degrees),Boolean of system activated (1 if >50km/h),Acceleration in X (Gs),Acceleration in Y (Gs),Acceleration in Z (Gs),Acceleration in X filtered by KF (Gs),Acceleration in Y filtered by KF (Gs),Acceleration in Z filtered by KF (Gs),Roll (degrees),Pitch (degrees),Yaw (degrees),X: car position relative to lane center (meters),Phi: car angle relative to lane curvature (degrees),W: road width (meters),"State of the lane det. algorithm [-1=calibrating, 0=initializing, 1=undetected, 2=detected/running]",Distance to ahead vehicle in current lane (meters) [value -1 means no car is detected in front],Time of impact to ahead vehicle (seconds) [distance related to own speed],Number of detected vehicles in this frame (traffic),GPS speed (km/h) [same as in RAW GPS],Maximum allowed speed of current road (km/h),"Reliability of obtained maxspeed (0=unknown, 1=reliable, 2=used previously obtained maxspeed,3=estimated by type of road)","Type of road (motorway, trunk, secondary...)",Number of lanes in current road,"Estimated current lane (1=right lane, 2=first left lane, 3=second left lane, etc) [experimental]",GPS Latitude used to query OSM (degrees),GPS Longitude used to query OSM (degrees),OSM delay to answer query (seconds),GPS speed (km/h) [same as in RAW GPS]],Ratio normal (base 1),Ratio drowsy (base 1),Ratio aggressive (base 1)
10,32.94,96.8,40.520241,-3.411239,624.2,3,5,323.8,0.35200000000000004,1,-0.039,-0.005,0.011000000000000001,-0.053,0.004,0.002,-1.589,0.001,0.081,0.18899999999999997,0.008,2.764,2,-1.0,-1.0,1,96.8,100.0,1,primary,2,1,40.520039000000004,-3.411056,0.57,96.8,0.998,0.002,0.0
11,33.93,96.9,40.520435,-3.4114199999999997,624.7,3,5,324.1,0.35200000000000004,1,0.064,-0.003,-0.009000000000000001,0.006999999999999999,0.009000000000000001,0.001,-1.579,0.004,0.079,0.1,0.01,2.735,2,-1.0,-1.0,0,96.9,100.0,1,primary,2,1,40.520241,-3.4112400000000003,0.5870000000000001,96.9,0.998,0.002,0.0
12,34.92,97.1,40.520664000000004,-3.411603,624.9,3,5,324.5,0.703,1,-0.142,0.016,-0.03,-0.08,0.011000000000000001,-0.022000000000000002,-1.577,0.012,0.076,0.08,0.012,2.832,2,-1.0,-1.0,0,97.1,100.0,1,primary,2,1,40.520435,-3.4114199999999997,0.736,97.1,0.998,0.002,0.0
13,35.97,96.9,40.520874,-3.41181,626.7,3,5,324.5,0.35200000000000004,1,-0.057999999999999996,-0.015,-0.003,-0.081,0.001,-0.03,-1.5719999999999998,0.009000000000000001,0.07400000000000001,0.12,0.018000000000000002,2.8110000000000004,2,-1.0,-1.0,0,96.9,100.0,1,primary,2,1,40.520664000000004,-3.411603,0.753,96.9,0.998,0.002,0.0
14,36.92,96.8,40.521034,-3.411976,632.4,3,5,324.5,0.0,1,-0.009000000000000001,-0.002,-0.045,0.011000000000000001,-0.018000000000000002,-0.044000000000000004,-1.567,0.025,0.077,0.259,0.013000000000000001,2.772,2,-1.0,-1.0,0,96.8,100.0,1,primary,2,1,40.520874,-3.41181,0.6809999999999999,96.8,0.9990000000000001,0.001,0.0
15,37.92,95.0,40.521190999999995,-3.412152,632.8,3,5,324.5,0.0,1,0.013999999999999999,-0.013000000000000001,0.002,-0.032,0.006999999999999999,0.003,-1.5590000000000002,0.022000000000000002,0.076,0.359,-0.004,2.7760000000000002,2,-1.0,-1.0,0,95.0,100.0,1,primary,2,1,40.521034,-3.411976,0.7070000000000001,95.0,0.995,0.005,0.0
16,38.95,93.6,40.521442,-3.412376,624.7,3,5,324.8,0.35200000000000004,1,0.005,-0.01,-0.012,0.013000000000000001,-0.004,-0.005,-1.564,0.018000000000000002,0.075,0.46799999999999997,0.005,2.783,2,-1.0,-1.0,0,93.6,100.0,1,primary,2,1,40.521190999999995,-3.412152,0.6,94.5,0.9640000000000001,0.036000000000000004,0.0
17,39.91,92.8,40.521629,-3.412551,625.4,3,5,325.2,0.35200000000000004,1,-0.039,0.027000000000000003,-0.001,-0.011000000000000001,0.031,-0.008,-1.567,-0.001,0.065,0.767,0.027000000000000003,2.766,2,-1.0,-1.0,0,92.8,100.0,1,primary,2,1,40.521442,-3.4123769999999998,0.524,93.6,0.9329999999999999,0.067,0.0
18,40.94,92.0,40.521839,-3.412715,627.2,3,5,325.9,1.055,1,0.015,-0.025,-0.026000000000000002,-0.0,-0.012,-0.02,-1.571,-0.002,0.055,0.0,-0.0,3.405,0,-1.0,-1.0,0,92.0,100.0,1,primary,2,1,40.521629,-3.412551,0.857,92.0,0.762,0.08800000000000001,0.15
19,41.94,91.0,40.522038,-3.412878,628.7,3,5,326.6,1.406,1,0.009000000000000001,-0.036000000000000004,-0.003,0.006999999999999999,-0.035,-0.008,-1.564,0.018000000000000002,0.057999999999999996,0.0,-0.0,3.404,0,-1.0,-1.0,0,91.0,100.0,1,primary,2,1,40.521839,-3.412715,0.779,92.0,0.7659999999999999,0.084,0.15
20,42.93,90.4,40.522228000000005,-3.413044,630.9,3,5,325.9,0.703,1,-0.004,-0.019,0.022000000000000002,-0.040999999999999995,-0.037000000000000005,0.008,-1.569,0.042,0.078,0.688,0.177,3.508,1,-1.0,-1.0,0,90.4,100.0,1,primary,2,1,40.522038,-3.412879,0.902,90.4,0.773,0.08199999999999999,0.145
21,43.91,91.1,40.52243,-3.4132029999999998,633.5,3,5,327.3,1.406,1,-0.031,-0.019,0.021,-0.004,-0.023,0.001,-1.58,0.034,0.10099999999999999,1.365,0.23399999999999999,4.124,1,-1.0,-1.0,0,91.1,100.0,1,primary,2,1,40.522228000000005,-3.413044,0.8240000000000001,91.1,0.759,0.10300000000000001,0.138
22,44.93,89.7,40.522602,-3.413379,633.8,3,5,323.8,3.516,1,-0.021,-0.04,0.01,-0.028999999999999998,-0.03,0.01,-1.581,0.047,0.133,0.14,0.045,2.803,2,-1.0,-1.0,0,89.7,100.0,1,primary,2,1,40.52243,-3.413204,0.9109999999999999,89.7,0.754,0.114,0.132
23,45.92,86.5,40.52277,-3.413551,631.5,3,5,322.4,4.922,1,0.005,-0.028999999999999998,-0.019,0.0,-0.019,0.0,-1.59,0.054000000000000006,0.17300000000000001,0.1,-0.064,2.7739999999999996,2,-1.0,-1.0,0,86.5,100.0,1,primary,2,1,40.522602,-3.41338,0.8740000000000001,86.5,0.764,0.109,0.127
24,46.91,86.1,40.52293,-3.413735,632.7,3,5,320.3,3.516,1,-0.051,0.012,0.005,-0.049,0.017,-0.008,-1.6,0.036000000000000004,0.209,-0.13,-0.069,2.7760000000000002,2,-1.0,-1.0,0,86.1,100.0,1,primary,2,1,40.52277,-3.413551,0.631,86.5,0.773,0.105,0.122
25,47.97,85.7,40.52309,-3.4139239999999997,633.7,3,5,318.2,4.218999999999999,1,0.03,0.013999999999999999,0.017,0.027000000000000003,0.008,0.015,-1.594,0.015,0.242,-0.249,-0.068,2.73,2,-1.0,-1.0,0,85.7,100.0,1,primary,2,1,40.52309,-3.4139239999999997,0.5479999999999999,85.7,0.782,0.10099999999999999,0.11699999999999999
26,48.94,85.5,40.523243,-3.4141169999999996,635.4,3,5,316.4,3.867,1,-0.11900000000000001,0.012,0.013000000000000001,-0.10400000000000001,-0.003,0.006,-1.5959999999999999,0.01,0.27699999999999997,-0.45799999999999996,-0.079,2.821,2,-1.0,-1.0,0,85.5,100.0,1,primary,2,1,40.52309,-3.4139239999999997,0.5479999999999999,85.7,0.787,0.1,0.113
27,49.91,85.4,40.523396000000005,-3.414317,636.0,3,5,314.3,3.867,1,-0.005,0.018000000000000002,0.025,-0.044000000000000004,0.011000000000000001,-0.004,-1.6,0.003,0.299,-0.508,-0.069,2.917,2,-1.0,-1.0,0,85.4,100.0,1,primary,2,1,40.523243,-3.414118,0.604,85.5,0.7759999999999999,0.115,0.109
28,50.95,85.2,40.523540000000004,-3.4145230000000004,637.1,3,5,312.9,3.516,1,-0.033,0.033,0.01,-0.015,0.03,0.017,-1.591,0.002,0.32,-0.568,0.023,2.7460000000000004,2,-1.0,-1.0,0,85.2,90.0,3,tertiary_link,1,1,40.523396000000005,-3.414317,0.584,85.4,0.763,0.132,0.105
29,51.94,85.3,40.523682,-3.4147300000000005,637.8,3,5,311.1,3.1639999999999997,1,0.012,-0.025,0.006999999999999999,0.002,-0.013000000000000001,0.008,-1.608,-0.013999999999999999,0.34,-0.46799999999999997,0.08800000000000001,2.6630000000000003,2,-1.0,-1.0,0,85.3,90.0,3,tertiary_link,1,1,40.523540000000004,-3.4145230000000004,0.813,85.3,0.753,0.145,0.102
30,52.91,85.7,40.523819,-3.414949,638.2,3,5,309.4,3.516,1,0.027000000000000003,-0.031,0.02,0.027999999999999997,-0.025,0.008,-1.609,-0.002,0.371,-0.369,0.059000000000000004,2.7030000000000003,2,-1.0,-1.0,0,85.7,90.0,3,tertiary_link,1,1,40.523682,-3.4147300000000005,1.19,85.7,0.743,0.158,0.099
31,53.98,86.3,40.523949,-3.415178,638.8,3,5,307.3,3.867,1,0.021,0.006,0.023,0.005,-0.003,0.008,-1.617,-0.006,0.39299999999999996,-0.33899999999999997,0.102,2.739,2,-1.0,-1.0,0,86.3,90.0,3,tertiary_link,1,1,40.523949,-3.415179,0.8859999999999999,87.2,0.7440000000000001,0.161,0.096
32,54.92,87.2,40.524075,-3.4154169999999997,639.6,3,5,305.2,4.218999999999999,1,-0.01,0.001,-0.004,0.017,0.002,0.003,-1.6159999999999999,-0.013999999999999999,0.41,-0.319,0.084,2.5989999999999998,2,-1.0,-1.0,0,87.2,90.0,3,tertiary_link,1,1,40.523949,-3.415179,0.8859999999999999,87.2,0.747,0.16,0.09300000000000001
33,55.98,88.2,40.524193,-3.415658,638.9,3,5,303.4,3.867,1,0.031,-0.035,0.0,-0.002,-0.02,-0.01,-1.614,0.006,0.428,-0.239,0.07400000000000001,2.674,2,-1.0,-1.0,0,88.2,90.0,3,tertiary_link,1,1,40.524075,-3.4154169999999997,0.8690000000000001,88.2,0.754,0.156,0.09
34,56.92,89.1,40.524307,-3.4159040000000003,640.2,3,5,301.3,3.867,1,0.013999999999999999,-0.0,-0.015,-0.032,0.012,-0.009000000000000001,-1.607,0.024,0.452,-0.289,0.09,2.735,2,-1.0,-1.0,0,89.1,90.0,3,tertiary_link,1,1,40.524193,-3.415658,0.7290000000000001,88.2,0.76,0.152,0.08800000000000001
35,57.91,89.9,40.524418,-3.4161639999999998,640.4,3,5,299.2,4.218999999999999,1,-0.0,0.04,-0.006,0.011000000000000001,0.027000000000000003,-0.001,-1.601,0.013000000000000001,0.46299999999999997,-0.319,0.091,2.6839999999999997,2,-1.0,-1.0,0,89.9,90.0,3,tertiary_link,1,1,40.524307,-3.4159040000000003,0.652,89.1,0.765,0.15,0.085
36,58.91,90.6,40.524521,-3.416429,639.7,3,5,297.4,3.867,1,0.004,-0.011000000000000001,-0.027000000000000003,0.018000000000000002,-0.013000000000000001,-0.028999999999999998,-1.585,0.006,0.47200000000000003,-0.22899999999999998,0.09,2.759,2,-1.0,-1.0,0,90.6,100.0,1,primary,2,1,40.524418,-3.4161639999999998,0.847,90.6,0.772,0.145,0.083
37,59.92,90.7,40.524623999999996,-3.416697,640.0,3,5,295.7,3.516,1,0.006999999999999999,-0.027000000000000003,-0.016,0.01,-0.018000000000000002,-0.02,-1.557,0.027000000000000003,0.491,-0.1,0.092,2.7569999999999997,2,-1.0,-1.0,0,90.7,100.0,1,primary,2,1,40.524521,-3.416429,0.81,90.7,0.778,0.141,0.08
38,60.92,90.6,40.524715,-3.4169699999999996,639.2,3,5,292.9,4.57,1,-0.06,0.026000000000000002,-0.027999999999999997,-0.026000000000000002,0.017,-0.017,-1.556,0.031,0.51,-0.12,0.02,2.957,1,-1.0,-1.0,0,90.6,100.0,1,primary,2,1,40.524623999999996,-3.416697,0.8240000000000001,90.6,0.784,0.138,0.078
39,61.92,90.6,40.524799,-3.417249,638.8,3,5,290.7,4.922,1,-0.091,0.09,-0.015,-0.066,0.057999999999999996,-0.021,-1.55,0.026000000000000002,0.512,0.46799999999999997,0.17800000000000002,4.21,2,-1.0,-1.0,0,90.6,100.0,1,primary,2,1,40.524715,-3.4169709999999998,0.7909999999999999,90.6,0.787,0.13699999999999998,0.076
40,62.92,90.4,40.524871999999995,-3.417533,638.2,3,5,289.3,3.516,1,0.032,0.013000000000000001,0.013000000000000001,-0.032,-0.002,-0.009000000000000001,-1.5390000000000001,0.025,0.507,0.409,-0.07400000000000001,3.676,2,-1.0,-1.0,0,90.4,100.0,1,primary,2,1,40.524799,-3.41725,0.6940000000000001,90.6,0.7929999999999999,0.133,0.07400000000000001
41,63.92,89.9,40.52494,-3.417811,637.6,3,5,287.9,2.812,1,-0.004,0.026000000000000002,-0.028999999999999998,-0.013999999999999999,0.024,-0.009000000000000001,-1.531,0.016,0.501,0.13,-0.083,3.0180000000000002,2,-1.0,-1.0,0,89.9,100.0,1,primary,2,1,40.524871999999995,-3.417533,1.3030000000000002,89.9,0.7979999999999999,0.129,0.073
42,64.92,89.2,40.525005,-3.418089,637.3,3,5,286.9,2.461,1,-0.076,0.019,-0.019,-0.040999999999999995,0.017,-0.005,-1.5130000000000001,0.026000000000000002,0.49,0.09,0.006999999999999999,2.897,2,-1.0,-1.0,0,89.2,100.0,1,primary,2,1,40.524871999999995,-3.417533,1.3030000000000002,89.9,0.8029999999999999,0.126,0.071
43,65.93,88.4,40.525065999999995,-3.418365,637.1,3,5,285.8,2.109,1,-0.069,0.05,-0.025,0.008,0.035,0.004,-1.52,0.027000000000000003,0.46799999999999997,0.04,0.015,2.87,2,-1.0,-1.0,0,88.4,80.0,1,primary,1,1,40.525005,-3.418089,1.274,88.4,0.807,0.124,0.069
44,66.92,87.8,40.525124,-3.4186400000000003,636.8,3,5,285.5,1.406,1,0.015,0.033,0.005,-0.013000000000000001,0.027999999999999997,-0.023,-1.51,0.036000000000000004,0.43700000000000006,-0.02,-0.009000000000000001,2.87,2,-1.0,-1.0,0,87.8,80.0,1,primary,1,1,40.525005,-3.418089,1.274,88.4,0.8079999999999999,0.121,0.071
45,67.96,86.0,40.525177,-3.418905,636.2,3,5,285.5,0.35200000000000004,1,0.028999999999999998,0.027000000000000003,-0.001,0.011000000000000001,0.031,-0.002,-1.511,0.012,0.39799999999999996,0.0,0.011000000000000001,2.873,2,-1.0,-1.0,0,86.0,80.0,1,primary,1,1,40.525124,-3.4186400000000003,2.133,85.1,0.809,0.11800000000000001,0.073
46,68.91,85.1,40.52523,-3.419171,635.5,3,5,286.5,1.055,1,0.003,0.028999999999999998,0.004,-0.008,0.023,0.003,-1.515,0.012,0.361,0.19899999999999998,0.042,2.8539999999999996,2,-1.0,-1.0,0,85.1,80.0,1,primary,1,1,40.525124,-3.4186400000000003,2.133,85.1,0.809,0.11599999999999999,0.075
47,69.94,84.1,40.525295,-3.4194410000000004,635.2,3,5,287.6,2.109,1,0.003,0.043,0.006999999999999999,-0.006999999999999999,0.037000000000000005,0.005,-1.5130000000000001,0.01,0.318,0.528,0.049,2.9760000000000004,2,-1.0,-1.0,0,84.1,80.0,1,primary,1,1,40.525124,-3.4186400000000003,2.133,85.1,0.805,0.11800000000000001,0.077
48,70.92,83.3,40.52536,-3.4197,635.3,3,5,288.6,2.109,1,-0.031,0.017,0.032,-0.057,0.016,0.002,-1.5119999999999998,0.011000000000000001,0.272,0.757,0.006,2.895,2,-1.0,-1.0,0,83.3,80.0,1,primary,1,1,40.525295,-3.4194410000000004,1.902,82.5,0.7929999999999999,0.128,0.078
49,71.95,82.5,40.525428999999995,-3.4199599999999997,635.1,3,5,290.4,2.812,1,-0.031,-0.01,0.013999999999999999,-0.023,-0.008,-0.001,-1.51,0.013999999999999999,0.22399999999999998,0.977,0.033,2.958,2,-1.0,-1.0,0,82.5,80.0,1,primary,1,1,40.525295,-3.4194410000000004,1.902,82.5,0.784,0.136,0.08
50,72.91,81.3,40.525501,-3.4202169999999996,633.5,3,5,291.4,2.812,1,-0.033,0.006,0.002,-0.018000000000000002,-0.006999999999999999,-0.002,-1.5130000000000001,0.027999999999999997,0.18899999999999997,1.0170000000000001,-0.013000000000000001,2.9210000000000003,2,-1.0,-1.0,0,81.3,80.0,1,primary,1,1,40.525428999999995,-3.4199610000000003,1.217,81.3,0.774,0.145,0.081
51,73.93,80.4,40.525589000000004,-3.4204519999999996,632.6,3,5,293.2,2.812,1,-0.006,0.001,0.006,-0.013999999999999999,0.0,-0.006,-1.521,0.027999999999999997,0.156,0.867,-0.051,2.847,2,-1.0,-1.0,0,80.4,80.0,1,primary,1,1,40.525428999999995,-3.4199610000000003,1.217,81.3,0.764,0.153,0.083
52,74.92,79.1,40.525673,-3.420694,631.0,3,5,294.3,2.812,1,-0.025,0.038,-0.028999999999999998,0.004,0.027000000000000003,-0.017,-1.525,0.012,0.11599999999999999,0.6579999999999999,-0.084,2.8160000000000003,2,-1.0,-1.0,0,79.1,80.0,1,primary,1,1,40.525589000000004,-3.4204519999999996,1.4380000000000002,79.1,0.758,0.161,0.081
53,75.93,78.2,40.525764,-3.4209199999999997,629.5,3,5,296.7,3.516,1,0.008,-0.031,-0.012,0.017,-0.022000000000000002,-0.009000000000000001,-1.534,-0.004,0.078,0.6679999999999999,-0.019,2.679,2,-1.0,-1.0,0,78.2,80.0,1,primary,1,1,40.525589000000004,-3.4204519999999996,1.4380000000000002,79.1,0.7509999999999999,0.16899999999999998,0.079
54,76.91,78.1,40.525856,-3.421143,630.6,3,5,298.5,4.218999999999999,1,-0.039,0.013000000000000001,0.012,-0.016,-0.005,-0.004,-1.548,-0.009000000000000001,0.049,0.628,-0.024,2.801,2,-1.0,-1.0,0,78.1,100.0,3,primary_link,1,1,40.525764,-3.420921,1.5419999999999998,78.1,0.746,0.17600000000000002,0.078
55,77.92,78.5,40.525963,-3.421357,630.2,3,5,300.2,3.516,1,-0.068,0.038,-0.011000000000000001,-0.045,0.013000000000000001,-0.011000000000000001,-1.558,-0.023,0.009000000000000001,0.359,-0.061,2.824,2,-1.0,-1.0,0,78.5,100.0,3,primary_link,1,1,40.525764,-3.420921,1.5419999999999998,78.1,0.741,0.182,0.077
56,78.91,79.0,40.526066,-3.4215769999999996,629.5,3,5,303.8,5.273,1,-0.016,0.009000000000000001,0.03,-0.006,0.002,0.023,-1.577,-0.033,-0.039,0.18899999999999997,-0.003,2.7,2,-1.0,-1.0,0,79.0,100.0,1,primary,2,1,40.525963,-3.421357,1.5,79.0,0.745,0.179,0.076
57,79.93,81.0,40.526192,-3.421792,629.0,3,5,306.9,6.68,1,0.045,-0.036000000000000004,0.018000000000000002,0.013000000000000001,-0.026000000000000002,0.013000000000000001,-1.5959999999999999,-0.038,-0.081,0.16899999999999998,-0.006,2.698,2,-1.0,-1.0,0,81.0,100.0,1,primary,2,1,40.525963,-3.421357,1.5,79.0,0.7490000000000001,0.177,0.075
58,80.95,82.7,40.526314,-3.422007,629.5,3,5,308.7,4.922,1,-0.018000000000000002,-0.038,-0.003,-0.038,-0.023,-0.021,-1.599,-0.031,-0.11800000000000001,0.19899999999999998,0.044000000000000004,2.701,2,-1.0,-1.0,0,81.0,90.0,1,primary,2,1,40.526192,-3.421792,1.5390000000000001,82.7,0.753,0.174,0.07400000000000001
59,81.91,83.6,40.526447,-3.422211,628.7,3,5,311.1,4.218999999999999,1,0.003,-0.016,-0.032,-0.009000000000000001,-0.017,-0.025,-1.585,-0.033,-0.152,0.319,0.07200000000000001,2.755,2,-1.0,-1.0,0,83.6,90.0,1,primary,2,1,40.526192,-3.421792,1.5390000000000001,82.7,0.754,0.174,0.07200000000000001
60,82.93,84.3,40.526588000000004,-3.422411,628.8,3,5,313.9,5.273,1,-0.008,-0.033,-0.013999999999999999,-0.016,-0.035,-0.017,-1.568,-0.024,-0.177,0.44799999999999995,0.083,2.727,2,-1.0,-1.0,0,84.3,90.0,1,primary,2,1,40.526192,-3.421792,1.5390000000000001,82.7,0.75,0.179,0.071
61,83.91,84.8,40.526733,-3.4226050000000003,628.6,3,5,315.7,4.57,1,-0.006,-0.009000000000000001,-0.009000000000000001,0.025,-0.003,-0.01,-1.556,-0.021,-0.198,0.478,0.040999999999999995,2.7680000000000002,2,-1.0,-1.0,0,84.8,90.0,1,primary,2,1,40.526192,-3.421792,1.5390000000000001,82.7,0.742,0.188,0.07
62,84.93,85.0,40.526894,-3.422786,628.4,3,5,317.8,3.867,1,0.006999999999999999,-0.004,-0.022000000000000002,0.003,-0.005,-0.023,-1.555,-0.027000000000000003,-0.222,0.33899999999999997,0.067,2.76,2,-1.0,-1.0,0,85.0,90.0,1,primary,2,1,40.526192,-3.421792,1.5390000000000001,82.7,0.733,0.19699999999999998,0.07
63,85.92,84.5,40.527046,-3.422978,627.3,3,5,320.3,4.57,1,0.025,-0.004,0.036000000000000004,-0.006,0.006,0.02,-1.5530000000000002,-0.02,-0.251,0.299,0.008,2.77,2,-1.0,-1.0,0,84.5,90.0,1,primary,2,1,40.526447,-3.422211,7.101,86.7,0.731,0.19899999999999998,0.07
64,86.91,84.5,40.52721,-3.42315,626.2,3,5,322.7,4.922,1,-0.006,-0.018000000000000002,-0.001,-0.015,0.004,0.006999999999999999,-1.564,-0.027999999999999997,-0.278,0.309,0.032,2.7769999999999997,2,-1.0,-1.0,0,84.5,90.0,1,primary,2,1,40.526447,-3.422211,7.101,86.7,0.731,0.19899999999999998,0.07
65,87.93,85.8,40.527386,-3.423313,625.4,4,5,325.2,4.922,1,0.019,-0.005,0.024,0.015,0.0,0.023,-1.577,-0.023,-0.295,0.319,0.052000000000000005,2.8080000000000003,2,-1.0,-1.0,0,85.8,90.0,1,primary,2,1,40.526447,-3.422211,7.101,86.7,0.731,0.19899999999999998,0.07
66,88.97,86.7,40.527565,-3.4234730000000004,624.9,4,5,327.3,4.57,1,-0.01,-0.011000000000000001,-0.01,-0.021,-0.008,-0.01,-1.5759999999999998,-0.027000000000000003,-0.314,0.369,0.055,2.8169999999999997,2,-1.0,-1.0,0,86.7,90.0,1,primary,2,1,40.526447,-3.422211,7.101,86.7,0.73,0.19899999999999998,0.07
67,89.92,87.6,40.527744,-3.423625,624.8,3,5,329.4,4.218999999999999,1,-0.01,-0.025,-0.015,-0.002,-0.018000000000000002,-0.017,-1.577,-0.042,-0.32899999999999996,0.33899999999999997,0.031,2.782,2,-1.0,-1.0,0,87.6,90.0,1,primary,2,1,40.526447,-3.422211,7.101,86.7,0.725,0.204,0.07
68,90.93,88.1,40.527935,-3.4237599999999997,624.6,3,5,331.5,4.218999999999999,1,-0.02,-0.019,-0.024,-0.035,-0.023,-0.026000000000000002,-1.578,-0.040999999999999995,-0.33299999999999996,0.409,0.025,2.792,2,-1.0,-1.0,0,88.1,90.0,1,primary,2,1,40.527744,-3.423625,2.5669999999999997,88.3,0.7190000000000001,0.21100000000000002,0.07
